event_id,session_id,customer_id,campaign_id,store_id,product_id,event_timestamp,event_date,event_type,page_visited,page_category,traffic_source,device_type,browser_name,operating_system,time_spent_seconds,scroll_depth_pct,is_conversion,order_id,revenue_amount
WEB-000278,SES-000278,C0679,CMP-006,STR-001,P110,2025-01-02T08:19:00+00:00,2025-01-02,product_view,/category,Support,Organic,Desktop,Safari,Windows,678,99.99,false,,0.00
WEB-000279,SES-000279,C0782,CMP-002,STR-005,P105,2025-01-02T08:26:00+00:00,2025-01-02,product_view,/campaign-landing,Catalog,Referral,Tablet,Chrome,iOS,355,96.29,false,,0.00
WEB-000280,SES-000280,C0479,CMP-001,STR-001,P105,2025-01-02T08:33:00+00:00,2025-01-02,add_to_cart,/home,Product,Direct,Desktop,Firefox,Android,659,36.22,false,,0.00
WEB-000281,SES-000281,C0320,CMP-003,STR-006,P110,2025-01-02T08:40:00+00:00,2025-01-02,add_to_cart,/category,Landing,Social Media,Mobile,Safari,macOS,393,39.66,false,,0.00
WEB-000282,SES-000282,C0313,CMP-003,STR-005,P103,2025-01-02T08:47:00+00:00,2025-01-02,product_view,/campaign-landing,Catalog,Direct,Tablet,Chrome,Windows,296,97.21,false,,0.00
WEB-000283,SES-000283,C0394,CMP-001,STR-006,P106,2025-01-02T08:54:00+00:00,2025-01-02,product_view,/category,Support,Social Media,Desktop,Edge,macOS,621,15.82,false,,0.00
WEB-000284,SES-000284,C0141,CMP-002,STR-001,P106,2025-01-02T09:01:00+00:00,2025-01-02,add_to_cart,/category,Catalog,Partner,Tablet,Edge,iOS,872,82.23,false,,0.00
WEB-000285,SES-000285,C0435,CMP-003,STR-002,P105,2025-01-02T09:08:00+00:00,2025-01-02,purchase,/product,Support,Paid Search,Desktop,Firefox,Windows,427,10.81,true,ORD-00285,1143.96
WEB-000286,SES-000286,C0989,CMP-001,STR-006,P108,2025-01-02T09:15:00+00:00,2025-01-02,checkout_start,/home,Product,Organic,Mobile,Edge,macOS,523,60.06,false,,0.00
WEB-000287,SES-000287,C0413,CMP-004,STR-006,P110,2025-01-02T09:22:00+00:00,2025-01-02,page_view,/campaign-landing,Product,Partner,Tablet,Edge,macOS,190,52.87,false,,0.00
WEB-000288,SES-000288,C0718,CMP-006,STR-004,P108,2025-01-02T09:29:00+00:00,2025-01-02,page_view,/checkout,Landing,Paid Search,Tablet,Chrome,macOS,466,65.17,false,,0.00
WEB-000289,SES-000289,C0049,CMP-006,STR-002,P106,2025-01-02T09:36:00+00:00,2025-01-02,purchase,/cart,Landing,Paid Search,Tablet,Firefox,Android,496,90.06,false,,0.00
WEB-000290,SES-000290,C0955,CMP-006,STR-002,P110,2025-01-02T09:43:00+00:00,2025-01-02,checkout_start,/category,Landing,Direct,Mobile,Edge,iOS,538,39.58,false,,0.00
WEB-000291,SES-000291,C0442,CMP-006,STR-005,P107,2025-01-02T09:50:00+00:00,2025-01-02,page_view,/checkout,Product,Organic,Desktop,Firefox,macOS,353,71.46,false,,0.00
WEB-000292,SES-000292,C0811,CMP-001,STR-003,P102,2025-01-02T09:57:00+00:00,2025-01-02,checkout_start,/home,Landing,Paid Search,Desktop,Firefox,Windows,252,25.88,false,,0.00
WEB-000293,SES-000293,C0187,CMP-003,STR-002,P107,2025-01-02T10:04:00+00:00,2025-01-02,page_view,/checkout,Catalog,Direct,Tablet,Chrome,iOS,497,57.2,false,,0.00
WEB-000294,SES-000294,C0832,CMP-004,STR-006,P105,2025-01-02T10:11:00+00:00,2025-01-02,purchase,/category,Checkout,Partner,Tablet,Firefox,iOS,887,18.21,true,ORD-00294,3777.08
WEB-000295,SES-000295,C0051,CMP-002,STR-006,P101,2025-01-02T10:18:00+00:00,2025-01-02,checkout_start,/checkout,Product,Social Media,Desktop,Chrome,Android,167,14.96,true,ORD-00295,3352.52
WEB-000296,SES-000296,C0439,CMP-003,STR-003,P101,2025-01-02T10:25:00+00:00,2025-01-02,page_view,/campaign-landing,Support,Referral,Mobile,Firefox,iOS,101,51.91,true,ORD-00296,4370.66
WEB-000297,SES-000297,C0303,CMP-004,STR-003,P108,2025-01-02T10:32:00+00:00,2025-01-02,page_view,/category,Support,Partner,Mobile,Safari,Android,289,21.43,false,,0.00
WEB-000298,SES-000298,C0850,CMP-001,STR-003,P109,2025-01-02T10:39:00+00:00,2025-01-02,add_to_cart,/product,Catalog,Social Media,Mobile,Chrome,macOS,137,80.19,false,,0.00
WEB-000299,SES-000299,C0612,CMP-006,STR-001,P108,2025-01-02T10:46:00+00:00,2025-01-02,purchase,/category,Catalog,Partner,Desktop,Firefox,iOS,295,46.11,false,,0.00
WEB-000300,SES-000300,C0028,CMP-001,STR-004,P101,2025-01-02T10:53:00+00:00,2025-01-02,add_to_cart,/checkout,Catalog,Paid Search,Desktop,Chrome,Windows,183,15.35,false,,0.00
WEB-000301,SES-000301,C0642,CMP-003,STR-004,P109,2025-01-02T11:00:00+00:00,2025-01-02,add_to_cart,/campaign-landing,Landing,Organic,Desktop,Firefox,iOS,156,46.76,true,ORD-00301,1350.78
WEB-000302,SES-000302,C0364,CMP-003,STR-002,P107,2025-01-02T11:07:00+00:00,2025-01-02,purchase,/home,Product,Paid Search,Desktop,Safari,macOS,77,46.61,false,,0.00
WEB-000303,SES-000303,C0190,CMP-001,STR-003,P103,2025-01-02T11:14:00+00:00,2025-01-02,page_view,/campaign-landing,Catalog,Referral,Mobile,Chrome,macOS,796,65.01,false,,0.00
WEB-000304,SES-000304,C0742,CMP-005,STR-004,P105,2025-01-02T11:21:00+00:00,2025-01-02,purchase,/product,Checkout,Social Media,Desktop,Safari,Android,898,33.61,false,,0.00
WEB-000305,SES-000305,C0753,CMP-003,STR-004,P110,2025-01-02T11:28:00+00:00,2025-01-02,page_view,/campaign-landing,Checkout,Paid Search,Desktop,Edge,macOS,86,12.86,false,,0.00
WEB-000306,SES-000306,C0938,CMP-005,STR-003,P109,2025-01-02T11:35:00+00:00,2025-01-02,checkout_start,/campaign-landing,Product,Organic,Tablet,Firefox,Windows,631,60.76,false,,0.00
WEB-000307,SES-000307,C0034,CMP-005,STR-004,P109,2025-01-02T11:42:00+00:00,2025-01-02,page_view,/product,Product,Paid Search,Tablet,Chrome,iOS,368,59.82,true,ORD-00307,4576.81
WEB-000308,SES-000308,C0714,CMP-003,STR-001,P108,2025-01-02T11:49:00+00:00,2025-01-02,checkout_start,/category,Checkout,Referral,Mobile,Edge,iOS,666,49.59,false,,0.00
WEB-000309,SES-000309,C0973,CMP-006,STR-002,P105,2025-01-02T11:56:00+00:00,2025-01-02,purchase,/category,Support,Referral,Mobile,Edge,iOS,840,54.3,false,,0.00
WEB-000310,SES-000310,C0173,CMP-002,STR-005,P103,2025-01-02T12:03:00+00:00,2025-01-02,checkout_start,/home,Landing,Social Media,Mobile,Firefox,Windows,43,31.99,false,,0.00
WEB-000311,SES-000311,C0554,CMP-001,STR-001,P107,2025-01-02T12:10:00+00:00,2025-01-02,purchase,/category,Support,Direct,Tablet,Chrome,Windows,11,33.73,false,,0.00
WEB-000312,SES-000312,C0066,CMP-001,STR-006,P104,2025-01-02T12:17:00+00:00,2025-01-02,page_view,/checkout,Product,Organic,Mobile,Chrome,Android,661,41.74,false,,0.00
WEB-000313,SES-000313,C0506,CMP-001,STR-003,P106,2025-01-02T12:24:00+00:00,2025-01-02,add_to_cart,/category,Catalog,Partner,Desktop,Firefox,Windows,253,45.94,true,ORD-00313,5977.32
WEB-000314,SES-000314,C0036,CMP-001,STR-006,P105,2025-01-02T12:31:00+00:00,2025-01-02,product_view,/home,Checkout,Referral,Desktop,Safari,Windows,360,20.76,false,,0.00
WEB-000315,SES-000315,C0585,CMP-001,STR-002,P108,2025-01-02T12:38:00+00:00,2025-01-02,purchase,/category,Catalog,Referral,Mobile,Edge,macOS,520,57.39,false,,0.00
WEB-000316,SES-000316,C0153,CMP-004,STR-006,P110,2025-01-02T12:45:00+00:00,2025-01-02,checkout_start,/category,Support,Referral,Desktop,Chrome,iOS,504,25.81,false,,0.00
WEB-000317,SES-000317,C0677,CMP-004,STR-001,P107,2025-01-02T12:52:00+00:00,2025-01-02,add_to_cart,/home,Landing,Social Media,Mobile,Edge,iOS,14,77.07,false,,0.00
WEB-000318,SES-000318,C0791,CMP-004,STR-001,P106,2025-01-02T12:59:00+00:00,2025-01-02,page_view,/checkout,Catalog,Organic,Tablet,Edge,Windows,20,34.59,false,,0.00
WEB-000319,SES-000319,C0883,CMP-006,STR-004,P103,2025-01-02T13:06:00+00:00,2025-01-02,add_to_cart,/checkout,Catalog,Paid Search,Tablet,Safari,Windows,521,39.06,true,ORD-00319,720.26
WEB-000320,SES-000320,C0183,CMP-001,STR-004,P110,2025-01-02T13:13:00+00:00,2025-01-02,page_view,/category,Support,Social Media,Tablet,Chrome,macOS,729,83.46,false,,0.00
WEB-000321,SES-000321,C0454,CMP-004,STR-004,P106,2025-01-02T13:20:00+00:00,2025-01-02,add_to_cart,/cart,Landing,Referral,Mobile,Edge,macOS,155,37.36,false,,0.00
WEB-000322,SES-000322,C0015,CMP-005,STR-005,P108,2025-01-02T13:27:00+00:00,2025-01-02,page_view,/campaign-landing,Catalog,Direct,Desktop,Firefox,macOS,91,78.56,false,,0.00
WEB-000323,SES-000323,C0854,CMP-002,STR-004,P110,2025-01-02T13:34:00+00:00,2025-01-02,page_view,/home,Support,Direct,Tablet,Firefox,Android,286,92.44,false,,0.00
WEB-000324,SES-000324,C0053,CMP-001,STR-002,P101,2025-01-02T13:41:00+00:00,2025-01-02,purchase,/product,Product,Paid Search,Mobile,Safari,Android,112,86.6,false,,0.00
WEB-000325,SES-000325,C0037,CMP-002,STR-004,P104,2025-01-02T13:48:00+00:00,2025-01-02,product_view,/home,Product,Direct,Desktop,Chrome,Windows,336,69.79,false,,0.00
WEB-000326,SES-000326,C0702,CMP-006,STR-006,P107,2025-01-02T13:55:00+00:00,2025-01-02,add_to_cart,/cart,Checkout,Referral,Desktop,Safari,macOS,641,16.13,false,,0.00
WEB-000327,SES-000327,C0749,CMP-005,STR-002,P110,2025-01-02T14:02:00+00:00,2025-01-02,product_view,/campaign-landing,Support,Paid Search,Desktop,Chrome,iOS,398,81.17,true,ORD-00327,249.64
WEB-000328,SES-000328,C0681,CMP-001,STR-005,P109,2025-01-02T14:09:00+00:00,2025-01-02,checkout_start,/cart,Product,Direct,Desktop,Safari,iOS,86,10.34,false,,0.00
WEB-000329,SES-000329,C0276,CMP-003,STR-002,P105,2025-01-02T14:16:00+00:00,2025-01-02,product_view,/category,Product,Social Media,Tablet,Safari,Android,224,42.03,false,,0.00
WEB-000330,SES-000330,C0918,CMP-001,STR-003,P103,2025-01-02T14:23:00+00:00,2025-01-02,page_view,/campaign-landing,Landing,Social Media,Desktop,Edge,iOS,483,75.39,false,,0.00
WEB-000331,SES-000331,C0099,CMP-006,STR-006,P102,2025-01-02T14:30:00+00:00,2025-01-02,page_view,/checkout,Landing,Partner,Tablet,Edge,macOS,425,99.12,false,,0.00
WEB-000332,SES-000332,C0803,CMP-001,STR-002,P106,2025-01-02T14:37:00+00:00,2025-01-02,product_view,/home,Catalog,Organic,Tablet,Safari,Windows,397,18.85,false,,0.00
WEB-000333,SES-000333,C0929,CMP-001,STR-006,P108,2025-01-02T14:44:00+00:00,2025-01-02,page_view,/category,Product,Organic,Desktop,Edge,macOS,141,69.03,false,,0.00
WEB-000334,SES-000334,C0270,CMP-003,STR-003,P107,2025-01-02T14:51:00+00:00,2025-01-02,purchase,/product,Support,Partner,Desktop,Chrome,iOS,720,65.38,false,,0.00
WEB-000335,SES-000335,C0364,CMP-005,STR-005,P110,2025-01-02T14:58:00+00:00,2025-01-02,page_view,/category,Catalog,Organic,Tablet,Edge,macOS,685,13.27,true,ORD-00335,2722.55
WEB-000336,SES-000336,C0282,CMP-005,STR-006,P105,2025-01-02T15:05:00+00:00,2025-01-02,add_to_cart,/home,Support,Referral,Tablet,Safari,Android,495,90.18,false,,0.00
WEB-000337,SES-000337,C0622,CMP-004,STR-002,P102,2025-01-02T15:12:00+00:00,2025-01-02,product_view,/category,Support,Partner,Mobile,Firefox,Windows,300,46.25,false,,0.00
WEB-000338,SES-000338,C0135,CMP-006,STR-005,P102,2025-01-02T15:19:00+00:00,2025-01-02,product_view,/checkout,Product,Partner,Mobile,Chrome,Android,382,47.51,true,ORD-00338,3068.59
WEB-000339,SES-000339,C0465,CMP-001,STR-001,P106,2025-01-02T15:26:00+00:00,2025-01-02,add_to_cart,/home,Product,Paid Search,Mobile,Chrome,Android,436,37.25,false,,0.00
WEB-000340,SES-000340,C0486,CMP-001,STR-003,P102,2025-01-02T15:33:00+00:00,2025-01-02,checkout_start,/product,Landing,Social Media,Mobile,Firefox,Android,832,9.25,true,ORD-00340,2277.45
WEB-000341,SES-000341,C0714,CMP-001,STR-005,P108,2025-01-02T15:40:00+00:00,2025-01-02,product_view,/checkout,Support,Organic,Desktop,Firefox,Android,692,96.99,true,ORD-00341,1391.64
WEB-000342,SES-000342,C0249,CMP-002,STR-003,P109,2025-01-02T15:47:00+00:00,2025-01-02,page_view,/home,Catalog,Paid Search,Tablet,Safari,iOS,89,11.3,true,ORD-00342,763.52
WEB-000343,SES-000343,C0792,CMP-006,STR-001,P109,2025-01-02T15:54:00+00:00,2025-01-02,product_view,/checkout,Checkout,Referral,Desktop,Safari,Windows,450,71.62,true,ORD-00343,6967.55
WEB-000344,SES-000344,C0762,CMP-003,STR-003,P103,2025-01-02T16:01:00+00:00,2025-01-02,checkout_start,/campaign-landing,Support,Direct,Desktop,Firefox,iOS,257,71.32,false,,0.00
WEB-000345,SES-000345,C0425,CMP-006,STR-003,P108,2025-01-02T16:08:00+00:00,2025-01-02,product_view,/home,Checkout,Organic,Mobile,Safari,Android,287,59.38,false,,0.00
WEB-000346,SES-000346,C0392,CMP-001,STR-002,P108,2025-01-02T16:15:00+00:00,2025-01-02,checkout_start,/campaign-landing,Landing,Partner,Tablet,Edge,Android,122,22.68,false,,0.00
WEB-000347,SES-000347,C0835,CMP-003,STR-001,P110,2025-01-02T16:22:00+00:00,2025-01-02,purchase,/home,Catalog,Referral,Tablet,Firefox,iOS,664,64.89,true,ORD-00347,5998.29
WEB-000348,SES-000348,C0628,CMP-001,STR-005,P104,2025-01-02T16:29:00+00:00,2025-01-02,page_view,/category,Product,Paid Search,Desktop,Chrome,macOS,850,93.18,true,ORD-00348,3472.77
WEB-000349,SES-000349,C0988,CMP-001,STR-001,P105,2025-01-02T16:36:00+00:00,2025-01-02,product_view,/cart,Landing,Direct,Desktop,Chrome,Windows,754,21.46,true,ORD-00349,3412.78
WEB-000350,SES-000350,C0115,CMP-006,STR-002,P105,2025-01-02T16:43:00+00:00,2025-01-02,checkout_start,/product,Landing,Referral,Desktop,Safari,Android,69,24.05,false,,0.00
WEB-000351,SES-000351,C0839,CMP-006,STR-001,P110,2025-01-02T16:50:00+00:00,2025-01-02,add_to_cart,/category,Support,Partner,Mobile,Safari,Android,27,46.84,false,,0.00
WEB-000352,SES-000352,C0522,CMP-006,STR-003,P106,2025-01-02T16:57:00+00:00,2025-01-02,checkout_start,/product,Catalog,Referral,Desktop,Edge,macOS,289,80.95,false,,0.00
WEB-000353,SES-000353,C0222,CMP-002,STR-003,P105,2025-01-02T17:04:00+00:00,2025-01-02,product_view,/category,Landing,Referral,Desktop,Edge,iOS,136,15.88,false,,0.00
WEB-000354,SES-000354,C0954,CMP-006,STR-006,P107,2025-01-02T17:11:00+00:00,2025-01-02,product_view,/checkout,Catalog,Referral,Tablet,Edge,macOS,73,10.65,false,,0.00
WEB-000355,SES-000355,C0181,CMP-004,STR-001,P109,2025-01-02T17:18:00+00:00,2025-01-02,page_view,/product,Landing,Paid Search,Mobile,Firefox,macOS,442,61.27,false,,0.00
WEB-000356,SES-000356,C0276,CMP-001,STR-004,P106,2025-01-02T17:25:00+00:00,2025-01-02,product_view,/product,Checkout,Social Media,Mobile,Chrome,iOS,655,22.83,true,ORD-00356,2427.79
WEB-000357,SES-000357,C0342,CMP-006,STR-006,P106,2025-01-02T17:32:00+00:00,2025-01-02,checkout_start,/campaign-landing,Product,Direct,Tablet,Chrome,macOS,187,8.21,true,ORD-00357,745.99
WEB-000358,SES-000358,C0163,CMP-003,STR-003,P102,2025-01-02T17:39:00+00:00,2025-01-02,page_view,/checkout,Support,Partner,Desktop,Edge,iOS,308,24.14,false,,0.00
WEB-000359,SES-000359,C0268,CMP-003,STR-001,P101,2025-01-02T17:46:00+00:00,2025-01-02,checkout_start,/product,Support,Referral,Desktop,Firefox,macOS,364,33.94,false,,0.00
WEB-000360,SES-000360,C0390,CMP-001,STR-004,P104,2025-01-02T17:53:00+00:00,2025-01-02,purchase,/home,Checkout,Organic,Tablet,Firefox,iOS,507,20.71,false,,0.00
WEB-000361,SES-000361,C0872,CMP-001,STR-004,P105,2025-01-02T18:00:00+00:00,2025-01-02,checkout_start,/cart,Catalog,Social Media,Desktop,Safari,macOS,614,91.65,true,ORD-00361,816.25
WEB-000362,SES-000362,C0526,CMP-005,STR-002,P103,2025-01-02T18:07:00+00:00,2025-01-02,purchase,/category,Landing,Referral,Mobile,Firefox,Windows,577,99.75,false,,0.00
WEB-000363,SES-000363,C0802,CMP-003,STR-004,P102,2025-01-02T18:14:00+00:00,2025-01-02,page_view,/category,Checkout,Direct,Mobile,Edge,Android,686,76.08,false,,0.00
WEB-000364,SES-000364,C0517,CMP-006,STR-005,P104,2025-01-02T18:21:00+00:00,2025-01-02,add_to_cart,/home,Landing,Partner,Desktop,Edge,Windows,632,31.64,false,,0.00
WEB-000365,SES-000365,C0845,CMP-002,STR-002,P107,2025-01-02T18:28:00+00:00,2025-01-02,product_view,/cart,Landing,Partner,Mobile,Firefox,Windows,582,63.78,true,ORD-00365,2178.44
WEB-000366,SES-000366,C0575,CMP-001,STR-005,P104,2025-01-02T18:35:00+00:00,2025-01-02,page_view,/home,Landing,Organic,Mobile,Safari,macOS,44,19.26,true,ORD-00366,515.45
WEB-000367,SES-000367,C0375,CMP-002,STR-003,P110,2025-01-02T18:42:00+00:00,2025-01-02,product_view,/home,Catalog,Direct,Tablet,Safari,Windows,419,17.22,false,,0.00
WEB-000368,SES-000368,C0114,CMP-006,STR-002,P109,2025-01-02T18:49:00+00:00,2025-01-02,add_to_cart,/category,Support,Social Media,Tablet,Edge,iOS,63,36.73,false,,0.00
WEB-000369,SES-000369,C0541,CMP-004,STR-006,P107,2025-01-02T18:56:00+00:00,2025-01-02,page_view,/cart,Product,Social Media,Tablet,Firefox,iOS,159,9.43,true,ORD-00369,1015.00
WEB-000370,SES-000370,C0697,CMP-001,STR-006,P108,2025-01-02T19:03:00+00:00,2025-01-02,product_view,/category,Catalog,Paid Search,Desktop,Chrome,Android,160,7.15,true,ORD-00370,7072.37
WEB-000371,SES-000371,C0621,CMP-003,STR-003,P104,2025-01-02T19:10:00+00:00,2025-01-02,add_to_cart,/cart,Checkout,Direct,Mobile,Safari,macOS,853,28.06,true,ORD-00371,1800.52
WEB-000372,SES-000372,C0515,CMP-005,STR-002,P105,2025-01-02T19:17:00+00:00,2025-01-02,add_to_cart,/cart,Support,Partner,Mobile,Firefox,iOS,430,17.33,false,,0.00
WEB-000373,SES-000373,C0638,CMP-004,STR-002,P106,2025-01-02T19:24:00+00:00,2025-01-02,purchase,/category,Landing,Referral,Desktop,Firefox,macOS,757,31.72,false,,0.00
WEB-000374,SES-000374,C0219,CMP-002,STR-004,P109,2025-01-02T19:31:00+00:00,2025-01-02,add_to_cart,/home,Catalog,Partner,Mobile,Edge,macOS,115,57.51,false,,0.00
WEB-000375,SES-000375,C0631,CMP-006,STR-002,P110,2025-01-02T19:38:00+00:00,2025-01-02,product_view,/product,Checkout,Organic,Desktop,Firefox,iOS,680,23.51,false,,0.00
WEB-000376,SES-000376,C0311,CMP-005,STR-003,P105,2025-01-02T19:45:00+00:00,2025-01-02,purchase,/checkout,Support,Direct,Desktop,Firefox,Windows,262,98.13,false,,0.00
WEB-000377,SES-000377,C0740,CMP-004,STR-003,P108,2025-01-02T19:52:00+00:00,2025-01-02,add_to_cart,/checkout,Checkout,Paid Search,Desktop,Firefox,Android,420,38.44,false,,0.00
WEB-000378,SES-000378,C0007,CMP-001,STR-006,P105,2025-01-02T19:59:00+00:00,2025-01-02,page_view,/cart,Support,Social Media,Desktop,Safari,iOS,75,51.18,false,,0.00
WEB-000379,SES-000379,C0335,CMP-001,STR-002,P106,2025-01-02T20:06:00+00:00,2025-01-02,product_view,/campaign-landing,Support,Social Media,Tablet,Safari,Windows,23,68.69,true,ORD-00379,1373.62
WEB-000380,SES-000380,C0816,CMP-002,STR-003,P103,2025-01-02T20:13:00+00:00,2025-01-02,add_to_cart,/checkout,Checkout,Paid Search,Desktop,Safari,iOS,533,81.76,false,,0.00
WEB-000381,SES-000381,C0165,CMP-002,STR-002,P102,2025-01-02T20:20:00+00:00,2025-01-02,checkout_start,/category,Catalog,Organic,Mobile,Firefox,Android,490,47.83,false,,0.00
WEB-000382,SES-000382,C0594,CMP-005,STR-006,P103,2025-01-02T20:27:00+00:00,2025-01-02,add_to_cart,/product,Catalog,Referral,Desktop,Edge,iOS,498,52.77,false,,0.00
WEB-000383,SES-000383,C0438,CMP-004,STR-005,P104,2025-01-02T20:34:00+00:00,2025-01-02,checkout_start,/category,Checkout,Social Media,Mobile,Chrome,Windows,481,61.7,false,,0.00
WEB-000384,SES-000384,C0367,CMP-006,STR-004,P106,2025-01-02T20:41:00+00:00,2025-01-02,checkout_start,/product,Catalog,Social Media,Tablet,Firefox,Android,217,32.06,false,,0.00
WEB-000385,SES-000385,C0069,CMP-003,STR-005,P102,2025-01-02T20:48:00+00:00,2025-01-02,product_view,/product,Checkout,Referral,Desktop,Safari,macOS,792,78.68,false,,0.00
WEB-000386,SES-000386,C0387,CMP-004,STR-005,P110,2025-01-02T20:55:00+00:00,2025-01-02,product_view,/home,Catalog,Organic,Desktop,Chrome,iOS,658,36.78,true,ORD-00386,1277.21
WEB-000387,SES-000387,C0722,CMP-005,STR-003,P103,2025-01-02T21:02:00+00:00,2025-01-02,purchase,/product,Support,Partner,Tablet,Safari,Windows,817,6.92,true,ORD-00387,2769.54
WEB-000388,SES-000388,C0162,CMP-003,STR-002,P103,2025-01-02T21:09:00+00:00,2025-01-02,product_view,/cart,Product,Organic,Mobile,Edge,Android,454,8.56,false,,0.00
WEB-000389,SES-000389,C0388,CMP-003,STR-006,P104,2025-01-02T21:16:00+00:00,2025-01-02,product_view,/home,Catalog,Partner,Tablet,Chrome,Android,395,84.33,false,,0.00
WEB-000390,SES-000390,C0379,CMP-005,STR-002,P109,2025-01-02T21:23:00+00:00,2025-01-02,purchase,/checkout,Catalog,Social Media,Desktop,Safari,Windows,562,12.86,false,,0.00
WEB-000391,SES-000391,C0356,CMP-003,STR-006,P104,2025-01-02T21:30:00+00:00,2025-01-02,purchase,/checkout,Product,Referral,Mobile,Safari,Windows,898,18.37,true,ORD-00391,455.07
WEB-000392,SES-000392,C0092,CMP-006,STR-003,P108,2025-01-02T21:37:00+00:00,2025-01-02,product_view,/checkout,Support,Direct,Tablet,Chrome,iOS,566,38.56,true,ORD-00392,2398.30
WEB-000393,SES-000393,C0556,CMP-006,STR-001,P110,2025-01-02T21:44:00+00:00,2025-01-02,page_view,/home,Support,Organic,Tablet,Firefox,macOS,348,49.49,false,,0.00
WEB-000394,SES-000394,C0029,CMP-005,STR-004,P106,2025-01-02T21:51:00+00:00,2025-01-02,page_view,/product,Landing,Paid Search,Mobile,Firefox,iOS,794,12.77,false,,0.00
WEB-000395,SES-000395,C0018,CMP-003,STR-001,P109,2025-01-02T21:58:00+00:00,2025-01-02,page_view,/checkout,Checkout,Social Media,Tablet,Safari,Android,874,27.24,false,,0.00
WEB-000396,SES-000396,C0337,CMP-006,STR-003,P101,2025-01-02T22:05:00+00:00,2025-01-02,add_to_cart,/cart,Checkout,Direct,Tablet,Edge,macOS,393,50.68,false,,0.00
WEB-000397,SES-000397,C0857,CMP-005,STR-004,P108,2025-01-02T22:12:00+00:00,2025-01-02,page_view,/campaign-landing,Checkout,Paid Search,Desktop,Edge,macOS,13,60.5,false,,0.00
WEB-000398,SES-000398,C0269,CMP-002,STR-004,P109,2025-01-02T22:19:00+00:00,2025-01-02,add_to_cart,/category,Checkout,Referral,Mobile,Firefox,macOS,436,31.65,false,,0.00
WEB-000399,SES-000399,C0426,CMP-006,STR-001,P110,2025-01-02T22:26:00+00:00,2025-01-02,page_view,/cart,Landing,Social Media,Mobile,Chrome,Windows,774,11.51,false,,0.00
WEB-000400,SES-000400,C0128,CMP-001,STR-002,P101,2025-01-02T22:33:00+00:00,2025-01-02,product_view,/home,Catalog,Direct,Tablet,Firefox,macOS,467,24.72,true,ORD-00400,3482.43
WEB-000401,SES-000401,C0975,CMP-002,STR-006,P108,2025-01-02T22:40:00+00:00,2025-01-02,add_to_cart,/category,Support,Direct,Mobile,Edge,macOS,786,14.05,false,,0.00
WEB-000402,SES-000402,C0710,CMP-002,STR-006,P102,2025-01-02T22:47:00+00:00,2025-01-02,purchase,/home,Support,Paid Search,Desktop,Edge,iOS,764,91.82,true,ORD-00402,4415.36
WEB-000403,SES-000403,C0240,CMP-005,STR-003,P108,2025-01-02T22:54:00+00:00,2025-01-02,checkout_start,/product,Catalog,Referral,Mobile,Safari,Android,407,89.48,false,,0.00
WEB-000404,SES-000404,C0502,CMP-004,STR-005,P109,2025-01-02T23:01:00+00:00,2025-01-02,product_view,/home,Checkout,Partner,Tablet,Edge,iOS,319,22.91,false,,0.00
WEB-000405,SES-000405,C0177,CMP-005,STR-002,P101,2025-01-02T23:08:00+00:00,2025-01-02,add_to_cart,/product,Catalog,Organic,Tablet,Firefox,Windows,270,17.9,false,,0.00
WEB-000406,SES-000406,C0902,CMP-005,STR-003,P105,2025-01-02T23:15:00+00:00,2025-01-02,product_view,/checkout,Landing,Organic,Tablet,Firefox,iOS,844,37.27,false,,0.00
WEB-000407,SES-000407,C0524,CMP-002,STR-002,P105,2025-01-02T23:22:00+00:00,2025-01-02,add_to_cart,/product,Catalog,Direct,Mobile,Chrome,Windows,790,55.27,true,ORD-00407,746.14
WEB-000408,SES-000408,C0264,CMP-002,STR-001,P101,2025-01-02T23:29:00+00:00,2025-01-02,purchase,/home,Product,Social Media,Tablet,Chrome,Android,622,54.22,true,ORD-00408,5833.14
WEB-000409,SES-000409,C0118,CMP-004,STR-005,P104,2025-01-02T23:36:00+00:00,2025-01-02,purchase,/home,Landing,Direct,Tablet,Firefox,iOS,315,30.52,true,ORD-00409,199.15
WEB-000410,SES-000410,C0180,CMP-001,STR-004,P102,2025-01-02T23:43:00+00:00,2025-01-02,add_to_cart,/checkout,Catalog,Social Media,Desktop,Chrome,iOS,540,11.42,false,,0.00
WEB-000411,SES-000411,C0444,CMP-006,STR-006,P105,2025-01-02T23:50:00+00:00,2025-01-02,purchase,/cart,Product,Direct,Desktop,Safari,Android,753,48.28,false,,0.00
WEB-000412,SES-000412,C0108,CMP-003,STR-003,P104,2025-01-02T23:57:00+00:00,2025-01-02,purchase,/cart,Product,Paid Search,Mobile,Safari,Windows,217,80.6,false,,0.00
WEB-000413,SES-000413,C0293,CMP-005,STR-005,P109,2025-01-03T00:04:00+00:00,2025-01-03,purchase,/category,Product,Direct,Mobile,Edge,macOS,761,70.48,true,ORD-00413,1192.31
WEB-000414,SES-000414,C0675,CMP-003,STR-004,P101,2025-01-03T00:11:00+00:00,2025-01-03,product_view,/category,Support,Referral,Tablet,Safari,iOS,713,76.48,true,ORD-00414,4235.76
WEB-000415,SES-000415,C0833,CMP-003,STR-001,P107,2025-01-03T00:18:00+00:00,2025-01-03,product_view,/home,Product,Social Media,Desktop,Safari,macOS,320,68.26,false,,0.00
