campaign_id,campaign_name,platform_name,channel_group,campaign_objective,budget,actual_spend,start_date,end_date,target_country,target_segment,creative_type,owner_team,agency_name,kpi_goal,status,currency_code,impressions_target,clicks_target,created_at
CMP-005,Email Nurture Jun 2024 515,Email Nurture,CRM,Retention,50772.56,38857.59,2024-06-03,2024-06-30,Qatar,Premium,Carousel,Growth,InHouse,ROAS,Active,BHD,1842648,195330,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 516,Affiliate Network,Partner,Acquisition,148181.12,148221.29,2024-06-04,2024-09-15,Egypt,Premium,Carousel,Performance,BlueFox,CAC,Completed,EGP,1440291,105252,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 517,Google Ads,Search,Acquisition,70242.08,59818.60,2024-06-05,2024-09-18,Bahrain,Basic,Static,CRM,MediaHub,Revenue,Completed,BHD,252466,87462,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 518,Meta Ads,Social,Acquisition,82905.02,82003.68,2024-06-06,2024-09-12,KSA,Enterprise,Video,Performance,InHouse,CAC,Completed,QAR,2423966,169410,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 519,TikTok Ads,Social,Awareness,61320.48,51326.19,2024-06-07,2024-08-07,UK,Enterprise,Video,Brand,AdSpark,Revenue,Completed,QAR,2389718,204173,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 520,LinkedIn Ads,B2B,Lead Generation,59249.44,59453.12,2024-06-08,2024-10-01,USA,Basic,Search Text,CRM,MediaHub,Revenue,Active,AED,2287520,16559,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 521,Email Nurture,CRM,Retention,132248.43,108030.08,2024-06-09,2024-09-04,Kuwait,Enterprise,Static,Growth,InHouse,Revenue,Paused,KWD,1346539,193008,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 522,Affiliate Network,Partner,Acquisition,103288.81,83926.37,2024-06-10,2024-08-20,UK,VIP,Search Text,Performance,BlueFox,Leads,Paused,BHD,1486667,27181,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 523,Google Ads,Search,Acquisition,39705.32,32652.91,2024-06-11,2024-07-17,UAE,Basic,Video,Performance,AdSpark,Leads,Completed,EUR,2236984,225352,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 524,Meta Ads,Social,Acquisition,45093.18,30347.53,2024-06-12,2024-07-12,KSA,Enterprise,Search Text,Brand,BlueFox,Leads,Active,EGP,744527,234773,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 525,TikTok Ads,Social,Awareness,129513.08,97653.49,2024-06-13,2024-07-29,Bahrain,VIP,Video,CRM,MediaHub,CAC,Completed,EUR,2251480,112621,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 526,LinkedIn Ads,B2B,Lead Generation,77858.69,57876.45,2024-06-14,2024-06-30,Qatar,Enterprise,Video,Growth,AdSpark,ROAS,Active,EUR,823635,12949,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 527,Email Nurture,CRM,Retention,46148.26,47285.53,2024-06-15,2024-09-16,Egypt,Premium,Search Text,Growth,MediaHub,ROAS,Completed,KWD,213471,142703,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 528,Affiliate Network,Partner,Acquisition,110910.90,82000.37,2024-06-16,2024-09-16,UK,Basic,Static,Brand,InHouse,Revenue,Completed,SAR,2557628,125683,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 529,Google Ads,Search,Acquisition,73749.06,72853.27,2024-06-17,2024-09-15,Bahrain,Premium,Carousel,Brand,MediaHub,Leads,Active,GBP,1530764,103037,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 530,Meta Ads,Social,Acquisition,42004.67,27524.53,2024-06-18,2024-09-18,Qatar,Basic,Search Text,CRM,BlueFox,Revenue,Completed,BHD,1264747,134546,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 531,TikTok Ads,Social,Awareness,86809.46,73727.81,2024-06-19,2024-07-04,USA,VIP,Video,Brand,InHouse,CAC,Completed,EUR,14570,45193,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 532,LinkedIn Ads,B2B,Lead Generation,93314.71,70742.44,2024-06-20,2024-10-03,UAE,Premium,Video,Brand,MediaHub,Leads,Completed,QAR,2570723,221602,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 533,Email Nurture,CRM,Retention,71359.29,70485.40,2024-06-21,2024-07-07,Egypt,Basic,Static,Growth,AdSpark,Revenue,Paused,QAR,2243846,115500,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 534,Affiliate Network,Partner,Acquisition,55660.98,44312.81,2024-06-22,2024-09-02,KSA,VIP,Video,Performance,BlueFox,CAC,Active,AED,2110760,137834,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jun 2024 535,Google Ads,Search,Acquisition,109138.50,107571.23,2024-06-23,2024-10-11,Qatar,Enterprise,Carousel,Growth,AdSpark,CAC,Active,GBP,715965,234701,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jun 2024 536,Meta Ads,Social,Acquisition,6606.94,5993.35,2024-06-24,2024-08-31,Kuwait,VIP,Static,Performance,AdSpark,Revenue,Paused,GBP,423797,223640,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jun 2024 537,TikTok Ads,Social,Awareness,30485.53,19845.93,2024-06-25,2024-09-03,Kuwait,Premium,Static,Growth,BlueFox,ROAS,Completed,SAR,1976034,142789,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jun 2024 538,LinkedIn Ads,B2B,Lead Generation,24138.04,23210.55,2024-06-26,2024-09-12,Kuwait,VIP,Carousel,Brand,AdSpark,ROAS,Paused,EGP,998037,36000,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jun 2024 539,Email Nurture,CRM,Retention,109290.04,80658.83,2024-06-27,2024-09-07,Bahrain,Basic,Search Text,Growth,MediaHub,CAC,Active,BHD,2859231,217930,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jun 2024 540,Affiliate Network,Partner,Acquisition,10378.87,9687.34,2024-06-28,2024-09-23,Kuwait,VIP,Carousel,Performance,InHouse,Leads,Paused,BHD,2446575,85662,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 541,Google Ads,Search,Acquisition,40404.53,36398.34,2024-01-01,2024-04-14,Bahrain,Enterprise,Search Text,Brand,BlueFox,CAC,Completed,SAR,2294411,142764,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 542,Meta Ads,Social,Acquisition,103452.62,102128.13,2024-01-02,2024-04-04,USA,Enterprise,Video,Brand,InHouse,Leads,Paused,AED,2349693,153313,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 543,TikTok Ads,Social,Awareness,56699.89,59252.89,2024-01-03,2024-02-24,Kuwait,Premium,Search Text,CRM,BlueFox,Revenue,Paused,GBP,2212528,6991,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 544,LinkedIn Ads,B2B,Lead Generation,144003.75,133073.74,2024-01-04,2024-02-06,Kuwait,Basic,Static,CRM,AdSpark,ROAS,Active,SAR,2659108,207137,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 545,Email Nurture,CRM,Retention,91188.83,82326.55,2024-01-05,2024-04-13,Qatar,Basic,Video,CRM,AdSpark,ROAS,Completed,EGP,121370,171093,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 546,Affiliate Network,Partner,Acquisition,74291.24,75492.04,2024-01-06,2024-05-04,Kuwait,Basic,Video,Growth,AdSpark,CAC,Active,BHD,625449,155528,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 547,Google Ads,Search,Acquisition,23308.82,20309.25,2024-01-07,2024-04-01,USA,Premium,Carousel,Performance,BlueFox,Revenue,Active,GBP,1336166,12596,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 548,Meta Ads,Social,Acquisition,74642.81,62259.32,2024-01-08,2024-03-15,Kuwait,Premium,Static,Brand,BlueFox,Revenue,Active,BHD,1864969,62898,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 549,TikTok Ads,Social,Awareness,17031.07,12233.82,2024-01-09,2024-04-26,USA,Basic,Carousel,Brand,BlueFox,ROAS,Completed,KWD,1855402,178240,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 550,LinkedIn Ads,B2B,Lead Generation,54906.51,49826.72,2024-01-10,2024-01-28,Bahrain,Premium,Carousel,Brand,BlueFox,ROAS,Paused,KWD,2145323,141874,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 551,Email Nurture,CRM,Retention,17491.25,11903.49,2024-01-11,2024-02-20,KSA,VIP,Search Text,Growth,InHouse,CAC,Active,KWD,216441,53023,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 552,Affiliate Network,Partner,Acquisition,81291.61,67275.95,2024-01-12,2024-03-17,Qatar,Enterprise,Video,Growth,AdSpark,Revenue,Completed,BHD,2265389,15008,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 553,Google Ads,Search,Acquisition,36353.87,37786.54,2024-01-13,2024-02-14,UK,VIP,Search Text,Brand,BlueFox,Revenue,Paused,QAR,113765,240856,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 554,Meta Ads,Social,Acquisition,148472.01,145170.16,2024-01-14,2024-05-04,Kuwait,Enterprise,Carousel,Growth,InHouse,Revenue,Active,EGP,2581762,84702,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 555,TikTok Ads,Social,Awareness,34357.21,29184.51,2024-01-15,2024-03-30,USA,Basic,Carousel,Performance,BlueFox,Revenue,Completed,EGP,2532538,239554,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 556,LinkedIn Ads,B2B,Lead Generation,101065.27,92476.60,2024-01-16,2024-04-29,USA,Basic,Search Text,CRM,InHouse,CAC,Completed,SAR,1400104,147593,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 557,Email Nurture,CRM,Retention,138421.47,126621.80,2024-01-17,2024-03-18,Egypt,Premium,Static,CRM,BlueFox,ROAS,Paused,KWD,299291,145176,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 558,Affiliate Network,Partner,Acquisition,94770.66,71240.60,2024-01-18,2024-03-16,USA,Enterprise,Search Text,Growth,AdSpark,CAC,Paused,QAR,1621873,222920,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 559,Google Ads,Search,Acquisition,106934.81,86137.11,2024-01-19,2024-04-02,KSA,VIP,Carousel,Brand,InHouse,Revenue,Paused,SAR,1791299,17683,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 560,Meta Ads,Social,Acquisition,2434.73,1595.36,2024-01-20,2024-03-30,Egypt,Premium,Video,Growth,AdSpark,ROAS,Completed,QAR,424740,60749,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 561,TikTok Ads,Social,Awareness,114954.81,113243.23,2024-01-21,2024-05-14,Bahrain,Enterprise,Video,Brand,MediaHub,Revenue,Paused,QAR,118340,193923,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 562,LinkedIn Ads,B2B,Lead Generation,89540.72,83952.15,2024-01-22,2024-02-21,Egypt,Enterprise,Carousel,CRM,MediaHub,ROAS,Active,EUR,2670928,92194,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 563,Email Nurture,CRM,Retention,6376.38,5996.37,2024-01-23,2024-05-11,Kuwait,Premium,Video,CRM,AdSpark,Revenue,Paused,BHD,526378,158229,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 564,Affiliate Network,Partner,Acquisition,57877.98,47239.73,2024-01-24,2024-05-12,Kuwait,Basic,Video,CRM,BlueFox,Revenue,Active,QAR,739373,213679,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 565,Google Ads,Search,Acquisition,21895.24,21667.79,2024-01-25,2024-02-12,Egypt,Premium,Static,Brand,InHouse,ROAS,Active,BHD,1785770,146156,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 566,Meta Ads,Social,Acquisition,133883.29,113170.05,2024-01-26,2024-03-08,UAE,Basic,Search Text,Performance,InHouse,Leads,Active,QAR,1167955,214451,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 567,TikTok Ads,Social,Awareness,19804.05,15199.73,2024-01-27,2024-04-01,Egypt,Premium,Static,Brand,InHouse,Revenue,Paused,EUR,1522031,114844,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 568,LinkedIn Ads,B2B,Lead Generation,22736.65,22136.44,2024-01-28,2024-03-21,UAE,Basic,Search Text,CRM,AdSpark,CAC,Paused,GBP,288855,149795,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 569,Email Nurture,CRM,Retention,117779.63,93361.75,2024-01-29,2024-04-26,Kuwait,VIP,Carousel,CRM,MediaHub,Revenue,Completed,BHD,1585502,224034,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 570,Affiliate Network,Partner,Acquisition,122160.14,93996.39,2024-01-30,2024-03-17,UAE,Basic,Static,Brand,InHouse,CAC,Completed,KWD,1449799,17658,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 571,Google Ads,Search,Acquisition,108856.95,79826.38,2024-01-31,2024-05-17,UK,VIP,Carousel,Performance,AdSpark,CAC,Active,GBP,2411922,1208,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 572,Meta Ads,Social,Acquisition,71385.65,53287.97,2024-02-01,2024-03-24,USA,Basic,Carousel,Brand,BlueFox,Revenue,Completed,SAR,1577794,180997,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 573,TikTok Ads,Social,Awareness,45276.79,44452.00,2024-02-02,2024-04-17,Egypt,VIP,Video,Growth,BlueFox,Revenue,Completed,BHD,2483152,216980,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 574,LinkedIn Ads,B2B,Lead Generation,33621.13,23656.00,2024-02-03,2024-03-28,UAE,VIP,Video,Brand,BlueFox,CAC,Paused,BHD,2738946,115149,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 575,Email Nurture,CRM,Retention,16024.27,11661.30,2024-02-04,2024-04-12,Qatar,Basic,Video,Growth,AdSpark,CAC,Active,QAR,874573,153645,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 576,Affiliate Network,Partner,Acquisition,50036.73,51304.03,2024-02-05,2024-02-29,UK,Premium,Search Text,Performance,AdSpark,CAC,Completed,SAR,72000,128371,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 577,Google Ads,Search,Acquisition,83178.49,72325.12,2024-02-06,2024-06-01,KSA,Basic,Search Text,Brand,AdSpark,Leads,Active,KWD,1914807,220925,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 578,Meta Ads,Social,Acquisition,62168.83,54035.06,2024-02-07,2024-02-27,UAE,Premium,Search Text,CRM,MediaHub,ROAS,Paused,QAR,761643,186264,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 579,TikTok Ads,Social,Awareness,31034.04,25190.26,2024-02-08,2024-05-27,UAE,Premium,Static,Growth,MediaHub,Revenue,Paused,KWD,2926612,5945,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 580,LinkedIn Ads,B2B,Lead Generation,50313.26,49426.59,2024-02-09,2024-05-19,Egypt,VIP,Video,Growth,BlueFox,CAC,Active,EUR,1724873,126933,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 581,Email Nurture,CRM,Retention,17258.33,11738.34,2024-02-10,2024-02-28,Qatar,Premium,Video,Growth,AdSpark,Revenue,Active,GBP,2188130,37870,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 582,Affiliate Network,Partner,Acquisition,22081.15,15559.53,2024-02-11,2024-03-12,UAE,Basic,Carousel,CRM,MediaHub,CAC,Completed,EGP,207935,98632,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 583,Google Ads,Search,Acquisition,22696.05,15002.37,2024-02-12,2024-04-14,UAE,Basic,Video,CRM,BlueFox,Leads,Active,GBP,2425399,27484,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 584,Meta Ads,Social,Acquisition,35718.09,25707.16,2024-02-13,2024-03-22,Egypt,Enterprise,Video,CRM,MediaHub,CAC,Completed,QAR,1417336,219209,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 585,TikTok Ads,Social,Awareness,102532.69,80314.13,2024-02-14,2024-04-20,USA,VIP,Static,Performance,BlueFox,Leads,Completed,BHD,1805987,208893,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 586,LinkedIn Ads,B2B,Lead Generation,27642.87,24421.37,2024-02-15,2024-02-29,Kuwait,Enterprise,Static,Brand,MediaHub,ROAS,Completed,KWD,1048162,115626,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 587,Email Nurture,CRM,Retention,69164.93,63493.99,2024-02-16,2024-06-05,USA,VIP,Carousel,CRM,AdSpark,CAC,Paused,EUR,396358,88715,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 588,Affiliate Network,Partner,Acquisition,28279.42,22721.36,2024-02-17,2024-05-29,Kuwait,VIP,Carousel,Growth,BlueFox,Revenue,Paused,EGP,1560768,207447,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 589,Google Ads,Search,Acquisition,131105.94,112011.51,2024-02-18,2024-04-03,Kuwait,Enterprise,Carousel,Growth,BlueFox,Revenue,Paused,GBP,1055277,106990,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 590,Meta Ads,Social,Acquisition,105299.44,75152.38,2024-02-19,2024-05-17,Bahrain,VIP,Search Text,Performance,BlueFox,CAC,Paused,GBP,2363814,153190,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 591,TikTok Ads,Social,Awareness,104031.17,106150.63,2024-02-20,2024-06-02,Egypt,VIP,Static,CRM,BlueFox,CAC,Completed,EUR,2081374,243163,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 592,LinkedIn Ads,B2B,Lead Generation,24308.71,16804.69,2024-02-21,2024-05-20,Bahrain,Basic,Static,Performance,AdSpark,CAC,Completed,GBP,1368877,72159,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 593,Email Nurture,CRM,Retention,141147.55,107928.15,2024-02-22,2024-04-03,Qatar,Enterprise,Static,Growth,AdSpark,ROAS,Paused,EGP,1251661,149244,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 594,Affiliate Network,Partner,Acquisition,89355.18,66529.01,2024-02-23,2024-05-07,KSA,Enterprise,Video,Brand,MediaHub,ROAS,Active,EUR,2171195,172908,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 595,Google Ads,Search,Acquisition,104806.45,71829.50,2024-02-24,2024-04-03,USA,Basic,Search Text,CRM,AdSpark,CAC,Paused,AED,1987741,182176,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 596,Meta Ads,Social,Acquisition,116702.30,111953.30,2024-02-25,2024-03-31,KSA,VIP,Search Text,Performance,InHouse,CAC,Paused,QAR,2416862,55527,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 597,TikTok Ads,Social,Awareness,21508.61,15034.40,2024-02-26,2024-03-26,UK,Enterprise,Static,Brand,AdSpark,Revenue,Active,KWD,2704606,73868,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 598,LinkedIn Ads,B2B,Lead Generation,112802.46,118058.83,2024-02-27,2024-03-30,Egypt,Enterprise,Carousel,Brand,AdSpark,CAC,Active,SAR,1939419,37357,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 599,Email Nurture,CRM,Retention,139750.66,138944.28,2024-02-28,2024-06-16,UK,Basic,Static,Performance,BlueFox,ROAS,Completed,SAR,771358,169304,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 600,Affiliate Network,Partner,Acquisition,105972.35,85128.34,2024-02-29,2024-05-05,UK,Enterprise,Video,Performance,AdSpark,ROAS,Paused,GBP,926249,87150,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 601,Google Ads,Search,Acquisition,90812.19,60221.61,2024-03-01,2024-04-12,Kuwait,Basic,Static,Brand,InHouse,ROAS,Paused,GBP,2391049,158714,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 602,Meta Ads,Social,Acquisition,110244.48,73153.27,2024-03-02,2024-04-19,KSA,Premium,Static,CRM,BlueFox,Leads,Active,BHD,2802918,110907,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 603,TikTok Ads,Social,Awareness,73340.61,71143.55,2024-03-03,2024-07-01,UK,Basic,Carousel,Growth,BlueFox,ROAS,Completed,AED,308461,227748,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 604,LinkedIn Ads,B2B,Lead Generation,75056.32,55286.79,2024-03-04,2024-05-12,KSA,VIP,Video,Growth,AdSpark,ROAS,Paused,SAR,114502,13467,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 605,Email Nurture,CRM,Retention,99111.26,101002.34,2024-03-05,2024-04-27,UAE,Premium,Search Text,Performance,InHouse,Revenue,Completed,AED,313473,230682,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 606,Affiliate Network,Partner,Acquisition,91128.82,68217.13,2024-03-06,2024-06-07,Egypt,Basic,Static,Brand,BlueFox,Leads,Completed,QAR,664044,16706,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 607,Google Ads,Search,Acquisition,49249.22,33483.31,2024-03-07,2024-04-16,UAE,Enterprise,Video,Performance,InHouse,CAC,Completed,EUR,256460,21928,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 608,Meta Ads,Social,Acquisition,118506.26,81716.33,2024-03-08,2024-05-02,KSA,Enterprise,Video,CRM,MediaHub,ROAS,Completed,QAR,78047,36483,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 609,TikTok Ads,Social,Awareness,136119.41,124903.55,2024-03-09,2024-04-30,UAE,Premium,Video,Brand,InHouse,ROAS,Active,BHD,2660803,79400,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 610,LinkedIn Ads,B2B,Lead Generation,22234.18,18761.90,2024-03-10,2024-05-03,KSA,Premium,Search Text,Performance,BlueFox,Revenue,Paused,QAR,1808111,50157,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 611,Email Nurture,CRM,Retention,12618.64,10998.95,2024-03-11,2024-06-10,KSA,Basic,Search Text,Brand,InHouse,Revenue,Active,QAR,720176,66405,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 612,Affiliate Network,Partner,Acquisition,24459.26,19306.68,2024-03-12,2024-06-16,UAE,Basic,Static,Growth,BlueFox,CAC,Paused,AED,1733710,157450,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 613,Google Ads,Search,Acquisition,66134.69,60497.09,2024-03-13,2024-06-19,Kuwait,Basic,Search Text,Brand,BlueFox,Leads,Active,KWD,746101,199616,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 614,Meta Ads,Social,Acquisition,75533.52,58519.98,2024-03-14,2024-06-19,KSA,Basic,Static,Brand,BlueFox,Revenue,Completed,SAR,2977833,123301,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 615,TikTok Ads,Social,Awareness,82334.92,76729.12,2024-03-15,2024-06-11,UK,VIP,Search Text,Performance,BlueFox,CAC,Active,AED,1558722,28778,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 616,LinkedIn Ads,B2B,Lead Generation,148580.51,138224.82,2024-03-16,2024-06-13,Qatar,Enterprise,Search Text,Brand,AdSpark,CAC,Paused,KWD,2127560,78658,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 617,Email Nurture,CRM,Retention,128057.19,92674.04,2024-03-17,2024-04-18,KSA,Enterprise,Static,Performance,AdSpark,CAC,Completed,KWD,1709085,97195,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 618,Affiliate Network,Partner,Acquisition,40330.60,40313.90,2024-03-18,2024-04-04,Bahrain,Basic,Video,Growth,BlueFox,Leads,Active,GBP,31364,215541,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 619,Google Ads,Search,Acquisition,77368.12,79866.21,2024-03-19,2024-05-20,Kuwait,Premium,Carousel,Growth,AdSpark,ROAS,Active,AED,2686685,214052,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 620,Meta Ads,Social,Acquisition,62558.36,55664.56,2024-03-20,2024-05-25,UK,Basic,Search Text,CRM,MediaHub,ROAS,Paused,EUR,716742,51377,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 621,TikTok Ads,Social,Awareness,108577.03,75861.23,2024-03-21,2024-06-07,Egypt,Premium,Static,CRM,MediaHub,CAC,Active,EGP,1200798,4452,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 622,LinkedIn Ads,B2B,Lead Generation,43102.26,33649.80,2024-03-22,2024-06-12,Egypt,Premium,Carousel,Brand,InHouse,ROAS,Paused,SAR,173635,191392,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 623,Email Nurture,CRM,Retention,84028.23,69823.13,2024-03-23,2024-07-11,KSA,Premium,Carousel,Growth,InHouse,CAC,Paused,AED,1328767,51918,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 624,Affiliate Network,Partner,Acquisition,145142.95,149130.26,2024-03-24,2024-05-17,Egypt,Premium,Static,Growth,AdSpark,Leads,Active,KWD,2062587,146889,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 625,Google Ads,Search,Acquisition,90621.65,75736.55,2024-03-25,2024-04-13,USA,Basic,Static,Growth,InHouse,ROAS,Paused,SAR,2619107,76418,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 626,Meta Ads,Social,Acquisition,141596.89,105777.68,2024-03-26,2024-07-09,KSA,VIP,Static,Growth,BlueFox,Leads,Paused,EUR,1914768,76454,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 627,TikTok Ads,Social,Awareness,132800.32,93167.01,2024-03-27,2024-07-12,UAE,Premium,Video,CRM,InHouse,Revenue,Active,KWD,2097596,240265,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 628,LinkedIn Ads,B2B,Lead Generation,97086.36,100700.60,2024-03-28,2024-06-21,USA,Enterprise,Video,CRM,InHouse,CAC,Completed,BHD,1061012,245098,2024-01-01T00:00:00+00:00
