scrape_id,product_id,sku,product_name,category,brand,supplier_name,supplier_country,price,original_price,discount_pct,currency_code,availability_status,stock_qty,rating,review_count,scrape_timestamp,source_site,page_url,crawl_region
SCR-00482,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Alpha Supply,Bahrain,903.57,1100.84,17.92,KWD,Low Stock,64,3.7,2872,2024-03-01T12:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p102,EMEA
SCR-00483,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Vertex Global,Kuwait,326.52,328.00,0.45,QAR,In Stock,103,4.6,1772,2024-03-01T15:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p103,Global
SCR-00484,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,UK,1389.30,1522.69,8.76,GBP,In Stock,112,3.3,4807,2024-03-01T18:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p104,EMEA
SCR-00485,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,Egypt,204.80,236.68,13.47,EUR,In Stock,95,3.3,4106,2024-03-01T21:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p105,Global
SCR-00486,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Vertex Global,Kuwait,1079.18,1080.48,0.12,SAR,Out of Stock,127,3.4,432,2024-03-02T00:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p106,Global
SCR-00487,P107,SKU-P107,Webcam 4K,Video,ClearView,Alpha Supply,Bahrain,1391.34,1463.95,4.96,BHD,Low Stock,60,4.9,151,2024-03-02T03:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p107,EMEA
SCR-00488,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,Egypt,253.40,298.19,15.02,EUR,Low Stock,57,4.0,2289,2024-03-02T06:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p108,Global
SCR-00489,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,UAE,177.11,188.11,5.85,KWD,Out of Stock,82,3.3,2225,2024-03-02T09:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p109,Global
SCR-00490,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Vertex Global,Kuwait,598.69,649.76,7.86,EGP,In Stock,36,4.1,3618,2024-03-02T12:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p110,Global
SCR-00491,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,Egypt,683.13,748.23,8.70,BHD,In Stock,170,4.1,4797,2024-03-02T15:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p101,GCC
SCR-00492,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Prime Distribution,Egypt,1305.25,1591.19,17.97,QAR,Out of Stock,166,4.6,2585,2024-03-02T18:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p102,GCC
SCR-00493,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Delta Trade,USA,251.62,267.31,5.87,EUR,In Stock,64,3.4,4546,2024-03-02T21:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p103,GCC
SCR-00494,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Alpha Supply,UK,1020.68,1234.05,17.29,EGP,Low Stock,164,4.8,3207,2024-03-03T00:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p104,Global
SCR-00495,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,USA,1517.48,1716.22,11.58,GBP,In Stock,87,4.3,4564,2024-03-03T03:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p105,EMEA
SCR-00496,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Prime Distribution,Egypt,1654.19,1655.18,0.06,EUR,In Stock,7,4.9,525,2024-03-03T06:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p106,Global
SCR-00497,P107,SKU-P107,Webcam 4K,Video,ClearView,Alpha Supply,Qatar,1138.02,1345.65,15.43,SAR,Out of Stock,156,4.6,1665,2024-03-03T09:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p107,Global
SCR-00498,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,Qatar,342.96,371.57,7.70,SAR,Low Stock,91,3.9,146,2024-03-03T12:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p108,Global
SCR-00499,P109,SKU-P109,Desk Lamp,Office,BrightNest,Alpha Supply,Bahrain,859.00,1019.58,15.75,BHD,Low Stock,192,4.9,1666,2024-03-03T15:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p109,GCC
SCR-00500,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Delta Trade,Qatar,141.75,146.12,2.99,EUR,In Stock,246,4.4,4310,2024-03-03T18:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p110,GCC
SCR-00501,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Delta Trade,UK,121.34,142.18,14.66,EGP,In Stock,203,3.5,1972,2024-03-03T21:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p101,EMEA
SCR-00502,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Delta Trade,UAE,102.22,109.85,6.95,EGP,Out of Stock,150,4.6,3641,2024-03-04T00:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p102,EMEA
SCR-00503,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Prime Distribution,USA,708.63,858.43,17.45,QAR,Out of Stock,26,3.9,182,2024-03-04T03:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p103,EMEA
SCR-00504,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Vertex Global,Egypt,83.76,85.71,2.28,QAR,Out of Stock,1,4.6,1586,2024-03-04T06:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p104,EMEA
SCR-00505,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,KSA,356.33,372.19,4.26,QAR,Out of Stock,81,3.2,2962,2024-03-04T09:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p105,GCC
SCR-00506,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Vertex Global,Qatar,459.12,543.92,15.59,EGP,In Stock,130,4.5,2799,2024-03-04T12:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p106,GCC
SCR-00507,P107,SKU-P107,Webcam 4K,Video,ClearView,Delta Trade,Kuwait,1297.98,1333.45,2.66,EUR,In Stock,60,4.8,1734,2024-03-04T15:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p107,Global
SCR-00508,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Delta Trade,UAE,634.02,645.58,1.79,GBP,In Stock,19,4.8,1019,2024-03-04T18:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p108,Global
SCR-00509,P109,SKU-P109,Desk Lamp,Office,BrightNest,Delta Trade,Bahrain,266.92,277.23,3.72,EUR,Low Stock,183,5.0,448,2024-03-04T21:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p109,Global
SCR-00510,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Alpha Supply,USA,1252.54,1342.05,6.67,EGP,In Stock,208,4.3,965,2024-03-05T00:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p110,Global
SCR-00511,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Alpha Supply,USA,1192.28,1202.87,0.88,GBP,In Stock,52,4.1,387,2024-03-05T03:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p101,GCC
SCR-00512,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Delta Trade,KSA,1020.38,1145.59,10.93,EUR,In Stock,41,4.9,151,2024-03-05T06:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p102,Global
SCR-00513,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Prime Distribution,KSA,948.02,995.71,4.79,KWD,Out of Stock,206,3.6,4259,2024-03-05T09:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p103,Global
SCR-00514,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Delta Trade,Qatar,831.32,924.72,10.10,BHD,Low Stock,168,3.9,4862,2024-03-05T12:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p104,GCC
SCR-00515,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Prime Distribution,Kuwait,911.04,1014.97,10.24,QAR,Low Stock,66,3.5,2244,2024-03-05T15:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p105,Global
SCR-00516,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Vertex Global,Kuwait,485.93,511.07,4.92,EGP,Out of Stock,197,4.4,3869,2024-03-05T18:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p106,Global
SCR-00517,P107,SKU-P107,Webcam 4K,Video,ClearView,Alpha Supply,Bahrain,1560.55,1635.80,4.60,EGP,Out of Stock,67,3.5,4546,2024-03-05T21:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p107,GCC
SCR-00518,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Alpha Supply,UK,767.79,850.64,9.74,GBP,Low Stock,48,4.2,4975,2024-03-06T00:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p108,Global
SCR-00519,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,Qatar,1290.02,1383.40,6.75,SAR,Low Stock,13,4.4,2024,2024-03-06T03:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p109,EMEA
SCR-00520,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Vertex Global,UK,558.33,604.12,7.58,GBP,Out of Stock,193,4.2,1416,2024-03-06T06:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p110,GCC
SCR-00521,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,Qatar,1224.80,1237.80,1.05,SAR,Low Stock,91,4.4,4863,2024-03-06T09:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p101,GCC
SCR-00522,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Vertex Global,UK,1114.22,1198.09,7.00,QAR,Out of Stock,15,4.1,4302,2024-03-06T12:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p102,Global
SCR-00523,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Vertex Global,Bahrain,225.99,247.52,8.70,SAR,Low Stock,222,3.9,121,2024-03-06T15:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p103,Global
SCR-00524,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Delta Trade,Qatar,1347.31,1612.96,16.47,EUR,Low Stock,133,4.0,2747,2024-03-06T18:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p104,GCC
SCR-00525,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,UAE,1025.37,1084.13,5.42,AED,Out of Stock,69,3.6,4380,2024-03-06T21:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p105,Global
SCR-00526,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Prime Distribution,KSA,886.78,973.63,8.92,KWD,Low Stock,103,3.8,4291,2024-03-07T00:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p106,Global
SCR-00527,P107,SKU-P107,Webcam 4K,Video,ClearView,Delta Trade,Kuwait,955.97,1089.18,12.23,BHD,In Stock,165,4.3,392,2024-03-07T03:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p107,EMEA
SCR-00528,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Alpha Supply,Bahrain,793.51,859.06,7.63,QAR,In Stock,49,4.7,2441,2024-03-07T06:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p108,Global
SCR-00529,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,UAE,560.99,597.24,6.07,GBP,In Stock,49,3.3,2388,2024-03-07T09:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p109,GCC
SCR-00530,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,Egypt,1602.14,1755.96,8.76,EUR,Out of Stock,57,3.7,796,2024-03-07T12:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p110,EMEA
SCR-00531,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Delta Trade,UK,64.12,65.84,2.61,AED,In Stock,84,4.8,4270,2024-03-07T15:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p101,EMEA
SCR-00532,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Delta Trade,Egypt,392.21,398.22,1.51,KWD,Low Stock,121,4.0,4218,2024-03-07T18:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p102,EMEA
SCR-00533,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Prime Distribution,Egypt,1623.95,1740.38,6.69,AED,Out of Stock,178,3.7,723,2024-03-07T21:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p103,EMEA
SCR-00534,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,Egypt,799.77,861.73,7.19,AED,In Stock,199,4.5,4177,2024-03-08T00:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p104,EMEA
SCR-00535,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Prime Distribution,Bahrain,1284.08,1309.62,1.95,EGP,Low Stock,20,4.8,2919,2024-03-08T03:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p105,GCC
SCR-00536,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Alpha Supply,UK,832.57,960.51,13.32,EGP,Low Stock,106,4.2,1798,2024-03-08T06:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p106,Global
SCR-00537,P107,SKU-P107,Webcam 4K,Video,ClearView,Vertex Global,Kuwait,406.87,442.44,8.04,EUR,Out of Stock,137,3.4,1618,2024-03-08T09:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p107,EMEA
SCR-00538,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Delta Trade,Bahrain,490.99,535.43,8.30,BHD,In Stock,114,3.8,2168,2024-03-08T12:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p108,EMEA
SCR-00539,P109,SKU-P109,Desk Lamp,Office,BrightNest,Delta Trade,KSA,1395.26,1580.31,11.71,AED,Low Stock,18,4.3,1053,2024-03-08T15:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p109,EMEA
SCR-00540,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,KSA,1078.56,1240.15,13.03,QAR,In Stock,212,3.8,1802,2024-03-08T18:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p110,Global
SCR-00541,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Prime Distribution,Bahrain,1001.30,1205.08,16.91,SAR,Low Stock,213,3.7,2759,2024-03-08T21:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p101,EMEA
SCR-00542,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Alpha Supply,USA,703.29,728.80,3.50,AED,Low Stock,62,3.6,1050,2024-03-09T00:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p102,EMEA
SCR-00543,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Vertex Global,Qatar,1478.27,1698.19,12.95,AED,In Stock,72,4.1,1233,2024-03-09T03:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p103,Global
SCR-00544,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,Qatar,734.94,842.63,12.78,EUR,Out of Stock,106,3.3,3203,2024-03-09T06:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p104,Global
SCR-00545,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Delta Trade,Egypt,816.00,903.35,9.67,EUR,Out of Stock,182,4.9,267,2024-03-09T09:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p105,Global
SCR-00546,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Alpha Supply,Bahrain,1108.27,1332.69,16.84,EGP,In Stock,127,4.9,4727,2024-03-09T12:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p106,Global
SCR-00547,P107,SKU-P107,Webcam 4K,Video,ClearView,Delta Trade,KSA,1556.19,1587.14,1.95,EUR,In Stock,71,4.6,49,2024-03-09T15:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p107,GCC
SCR-00548,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Alpha Supply,Qatar,1390.14,1428.72,2.70,EUR,Low Stock,198,4.9,3242,2024-03-09T18:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p108,EMEA
SCR-00549,P109,SKU-P109,Desk Lamp,Office,BrightNest,Vertex Global,Kuwait,1209.63,1253.24,3.48,EGP,In Stock,239,4.5,2699,2024-03-09T21:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p109,EMEA
SCR-00550,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,Bahrain,1126.23,1333.76,15.56,QAR,Out of Stock,223,4.7,4557,2024-03-10T00:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p110,Global
SCR-00551,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,UK,849.47,878.10,3.26,EGP,In Stock,77,3.3,1814,2024-03-10T03:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p101,GCC
SCR-00552,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Vertex Global,Egypt,1457.26,1535.90,5.12,AED,In Stock,62,4.4,3783,2024-03-10T06:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p102,EMEA
SCR-00553,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Delta Trade,UK,1283.24,1493.53,14.08,EUR,Out of Stock,197,4.6,3439,2024-03-10T09:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p103,GCC
SCR-00554,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Vertex Global,USA,1075.75,1140.41,5.67,EGP,In Stock,3,4.9,3976,2024-03-10T12:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p104,EMEA
SCR-00555,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Alpha Supply,Qatar,687.42,710.07,3.19,QAR,Low Stock,166,3.5,295,2024-03-10T15:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p105,Global
SCR-00556,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Alpha Supply,USA,1228.17,1413.64,13.12,AED,In Stock,99,3.5,4407,2024-03-10T18:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p106,Global
SCR-00557,P107,SKU-P107,Webcam 4K,Video,ClearView,Prime Distribution,UK,1727.02,1774.40,2.67,KWD,Low Stock,93,4.7,327,2024-03-10T21:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p107,Global
SCR-00558,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Delta Trade,Egypt,1190.63,1410.53,15.59,EGP,Out of Stock,32,3.2,2460,2024-03-11T00:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p108,Global
SCR-00559,P109,SKU-P109,Desk Lamp,Office,BrightNest,Alpha Supply,USA,93.04,99.94,6.90,KWD,Low Stock,168,3.4,3985,2024-03-11T03:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p109,GCC
SCR-00560,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Delta Trade,Kuwait,410.63,480.72,14.58,QAR,In Stock,95,4.8,898,2024-03-11T06:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p110,GCC
SCR-00561,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Delta Trade,Egypt,517.06,538.83,4.04,EGP,Out of Stock,187,4.5,4732,2024-03-11T09:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p101,GCC
SCR-00562,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Alpha Supply,Egypt,446.93,463.14,3.50,SAR,In Stock,145,4.5,4737,2024-03-11T12:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p102,GCC
SCR-00563,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Vertex Global,KSA,513.28,531.13,3.36,AED,In Stock,35,3.6,823,2024-03-11T15:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p103,Global
SCR-00564,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Alpha Supply,Kuwait,1516.82,1531.21,0.94,KWD,In Stock,174,4.6,1167,2024-03-11T18:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p104,EMEA
SCR-00565,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Prime Distribution,UK,1543.83,1799.96,14.23,SAR,Low Stock,238,4.7,2026,2024-03-11T21:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p105,GCC
SCR-00566,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Vertex Global,KSA,1019.18,1135.96,10.28,SAR,Low Stock,104,4.9,1983,2024-03-12T00:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p106,GCC
SCR-00567,P107,SKU-P107,Webcam 4K,Video,ClearView,Alpha Supply,KSA,552.43,645.59,14.43,SAR,Low Stock,176,3.6,3657,2024-03-12T03:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p107,Global
SCR-00568,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Vertex Global,KSA,1699.76,1700.10,0.02,QAR,Out of Stock,250,4.9,4591,2024-03-12T06:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p108,GCC
SCR-00569,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,UK,1123.58,1206.20,6.85,AED,Out of Stock,6,3.5,4486,2024-03-12T09:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p109,GCC
SCR-00570,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,USA,744.27,797.12,6.63,GBP,Out of Stock,116,4.4,1076,2024-03-12T12:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p110,Global
SCR-00571,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Delta Trade,UAE,1191.13,1345.60,11.48,EUR,Out of Stock,187,3.9,3808,2024-03-12T15:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p101,GCC
SCR-00572,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Prime Distribution,Bahrain,1682.65,1704.64,1.29,BHD,Out of Stock,79,5.0,2225,2024-03-12T18:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p102,GCC
SCR-00573,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Delta Trade,UAE,579.16,646.24,10.38,GBP,In Stock,166,3.4,1357,2024-03-12T21:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p103,Global
SCR-00574,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,UAE,811.02,840.96,3.56,EUR,Out of Stock,130,3.9,3876,2024-03-13T00:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p104,GCC
SCR-00575,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Delta Trade,UAE,1068.31,1289.61,17.16,EGP,Out of Stock,179,3.4,2828,2024-03-13T03:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p105,EMEA
SCR-00576,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Alpha Supply,Egypt,731.60,743.95,1.66,QAR,Low Stock,175,4.8,502,2024-03-13T06:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p106,EMEA
SCR-00577,P107,SKU-P107,Webcam 4K,Video,ClearView,Delta Trade,Egypt,574.24,636.14,9.73,AED,Low Stock,3,4.1,2384,2024-03-13T09:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p107,Global
SCR-00578,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Delta Trade,Bahrain,951.13,1002.24,5.10,AED,Low Stock,169,4.1,3564,2024-03-13T12:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p108,EMEA
SCR-00579,P109,SKU-P109,Desk Lamp,Office,BrightNest,Alpha Supply,Bahrain,281.26,287.68,2.23,SAR,Low Stock,210,3.9,2002,2024-03-13T15:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p109,EMEA
SCR-00580,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Delta Trade,USA,847.28,993.64,14.73,EGP,Low Stock,153,3.2,3721,2024-03-13T18:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p110,Global
SCR-00581,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Delta Trade,USA,196.50,238.65,17.66,AED,Out of Stock,87,3.5,1256,2024-03-13T21:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p101,EMEA
SCR-00582,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Prime Distribution,UK,569.11,628.30,9.42,QAR,Low Stock,13,5.0,2795,2024-03-14T00:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p102,EMEA
SCR-00583,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Vertex Global,Qatar,144.86,169.78,14.68,GBP,Out of Stock,197,4.5,2836,2024-03-14T03:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p103,EMEA
SCR-00584,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Vertex Global,Egypt,1361.99,1366.23,0.31,KWD,Low Stock,69,3.9,4941,2024-03-14T06:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p104,Global
SCR-00585,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Delta Trade,KSA,1288.71,1507.44,14.51,QAR,Out of Stock,75,4.8,2215,2024-03-14T09:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p105,Global
SCR-00586,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Delta Trade,Egypt,1017.46,1134.55,10.32,BHD,Low Stock,39,4.4,3595,2024-03-14T12:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p106,Global
SCR-00587,P107,SKU-P107,Webcam 4K,Video,ClearView,Delta Trade,UAE,1368.03,1538.32,11.07,KWD,In Stock,145,3.8,2496,2024-03-14T15:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p107,Global
SCR-00588,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,UK,137.21,148.85,7.82,EGP,Out of Stock,171,4.2,525,2024-03-14T18:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p108,EMEA
SCR-00589,P109,SKU-P109,Desk Lamp,Office,BrightNest,Delta Trade,Qatar,207.08,211.05,1.88,QAR,Low Stock,40,4.8,2009,2024-03-14T21:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p109,EMEA
SCR-00590,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,Qatar,1271.08,1496.97,15.09,EUR,In Stock,0,3.9,401,2024-03-15T00:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p110,Global
SCR-00591,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Delta Trade,USA,504.47,595.95,15.35,KWD,Low Stock,210,3.3,2424,2024-03-15T03:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p101,Global
