transaction_id,customer_id,product_id,campaign_id,store_id,session_id,transaction_date,quantity,price,total_amount,order_id,payment_method,currency_code,country_code,city,sales_channel,device_type,promo_code,discount_amount,tax_amount,shipping_amount,fulfillment_status,transaction_status
T00254,C0881,P108,CMP-002,STR-005,SES-000254,10/13/2022,6,65.00,406.15,ORD-00254,Google Pay,EGP,Qatar,Al Rayyan,Retail,Desktop,WELCOME10,48.01,17.10,47.06,Packed,Completed
T00255,C0092,P110,CMP-002,STR-003,SES-000255,7/4/2024,3,1436.59,4136.78,ORD-00255,Google Pay,AED,Qatar,Al Rayyan,Marketplace,Tablet,RAMADAN20,415.22,194.73,47.50,Packed,Completed
T00256,C0590,P110,CMP-006,STR-002,SES-000256,10/26/2024,4,223.23,929.18,ORD-00256,Credit Card,GBP,UK,Birmingham,Retail,Mobile,WELCOME10,15.89,43.85,8.30,Delivered,Completed
T00257,C0378,P101,CMP-006,STR-006,SES-000257,1/23/2024,5,540.33,2768.96,ORD-00257,Credit Card,EUR,USA,Chicago,Retail,Mobile,RAMADAN20,120.79,129.04,59.06,Delivered,Completed
T00258,C0040,P105,CMP-006,STR-001,SES-000258,1/13/2022,3,1031.18,2960.84,ORD-00258,Cash,AED,Egypt,Cairo,Online,Tablet,WELCOME10,323.42,138.51,52.21,Delivered,Completed
T00259,C0217,P104,CMP-004,STR-001,SES-000259,1/3/2024,4,411.44,1724.02,ORD-00259,Credit Card,SAR,UAE,Sharjah,Marketplace,Desktop,VIP15,45.86,80.00,44.12,Packed,Pending
T00260,C0084,P108,CMP-005,STR-006,SES-000260,8/9/2022,5,583.92,2662.91,ORD-00260,Credit Card,SAR,USA,New York,Online,Desktop,VIP15,434.08,124.28,53.11,Delivered,Refunded
T00261,C0659,P107,CMP-003,STR-006,SES-000261,9/21/2022,1,1365.43,1314.62,ORD-00261,Google Pay,GBP,Bahrain,Riffa,Marketplace,Mobile,NONE,169.32,59.81,58.70,Delivered,Refunded
T00262,C0845,P109,CMP-001,STR-001,SES-000262,6/18/2022,3,1343.42,3721.61,ORD-00262,Bank Transfer,AED,UAE,Sharjah,Retail,Desktop,VIP15,498.25,176.60,13.00,Packed,Pending
T00263,C0307,P106,CMP-006,STR-002,SES-000263,7/1/2023,5,752.03,3873.66,ORD-00263,Cash,EUR,Bahrain,Riffa,Online,Mobile,VIP15,71.12,184.45,0.18,Packed,Completed
T00264,C0207,P101,CMP-003,STR-002,SES-000264,1/2/2023,3,1448.72,4109.10,ORD-00264,Cash,AED,Kuwait,Hawalli,Marketplace,Tablet,RAMADAN20,485.70,193.02,55.62,Delivered,Completed
T00265,C0422,P105,CMP-005,STR-006,SES-000265,11/8/2023,3,550.51,1517.38,ORD-00265,Cash,GBP,Kuwait,Hawalli,Online,Tablet,VIP15,245.44,70.30,40.99,Delivered,Completed
T00266,C0914,P108,CMP-006,STR-003,SES-000266,7/24/2022,1,1369.70,1338.31,ORD-00266,Cash,SAR,Kuwait,Kuwait City,Retail,Mobile,WELCOME10,116.24,62.67,22.18,Delivered,Refunded
T00267,C0834,P107,CMP-004,STR-004,SES-000267,2/24/2022,5,1304.38,5846.56,ORD-00267,Cash,KWD,UK,Manchester,Retail,Tablet,RAMADAN20,962.61,277.96,9.31,Delivered,Completed
T00268,C0712,P104,CMP-005,STR-003,SES-000268,10/23/2022,5,45.66,234.77,ORD-00268,Cash,EGP,Bahrain,Manama,Marketplace,Tablet,VIP15,34.13,9.71,30.89,Returned,Pending
T00269,C0810,P104,CMP-005,STR-006,SES-000269,4/3/2022,2,730.43,1512.87,ORD-00269,Credit Card,EGP,UK,Manchester,Online,Desktop,RAMADAN20,46.97,70.69,28.29,In Transit,Pending
T00270,C0364,P104,CMP-006,STR-001,SES-000270,7/24/2024,3,792.74,2146.94,ORD-00270,Apple Pay,QAR,Kuwait,Hawalli,Online,Tablet,VIP15,337.95,102.01,4.66,Delivered,Completed
T00271,C0015,P106,CMP-001,STR-006,SES-000271,5/28/2022,5,173.94,858.44,ORD-00271,Credit Card,BHD,Egypt,Cairo,Online,Mobile,NONE,92.68,38.85,42.57,In Transit,Pending
T00272,C0840,P106,CMP-003,STR-006,SES-000272,8/12/2022,6,1279.24,6900.15,ORD-00272,Apple Pay,QAR,Kuwait,Hawalli,Retail,Mobile,NONE,1111.59,328.19,8.11,In Transit,Completed
T00273,C0170,P106,CMP-003,STR-002,SES-000273,2/28/2024,2,501.71,1001.21,ORD-00273,Google Pay,SAR,KSA,Jeddah,Online,Tablet,RAMADAN20,54.36,47.45,4.70,Delivered,Completed
T00274,C0934,P101,CMP-005,STR-002,SES-000274,9/22/2022,1,516.66,501.05,ORD-00274,Bank Transfer,SAR,UAE,Abu Dhabi,Online,Mobile,VIP15,45.63,23.55,6.47,Packed,Completed
T00275,C0257,P101,CMP-005,STR-004,SES-000275,12/4/2023,2,1398.85,2760.91,ORD-00275,Credit Card,EUR,Kuwait,Hawalli,Marketplace,Tablet,VIP15,172.62,131.25,4.58,Delivered,Completed
T00276,C0002,P102,CMP-001,STR-002,SES-000276,3/1/2023,2,1466.26,3093.74,ORD-00276,Cash,EUR,USA,Austin,Marketplace,Desktop,RAMADAN20,10.09,146.12,25.19,Returned,Completed
T00277,C0192,P104,CMP-005,STR-006,SES-000277,1/29/2023,4,769.79,3199.34,ORD-00277,Google Pay,EUR,Kuwait,Kuwait City,Online,Mobile,NONE,45.93,151.66,14.45,Returned,Completed
T00278,C0679,P110,CMP-006,STR-001,SES-000278,10/5/2023,2,780.85,1438.67,ORD-00278,Credit Card,KWD,UK,Birmingham,Retail,Tablet,VIP15,233.27,66.42,43.82,Delivered,Pending
T00279,C0782,P105,CMP-002,STR-005,SES-000279,5/21/2022,4,826.52,3284.41,ORD-00279,Bank Transfer,BHD,UK,Birmingham,Online,Mobile,NONE,197.00,155.45,19.88,Returned,Completed
T00280,C0479,P105,CMP-001,STR-001,SES-000280,2/3/2024,5,142.36,661.04,ORD-00280,Bank Transfer,SAR,UK,Birmingham,Marketplace,Desktop,VIP15,102.23,30.48,20.99,Delivered,Pending
T00281,C0320,P110,CMP-003,STR-006,SES-000281,1/24/2024,2,943.49,1942.87,ORD-00281,Apple Pay,EGP,UAE,Sharjah,Online,Desktop,WELCOME10,72.46,90.73,37.62,Packed,Pending
T00282,C0313,P103,CMP-003,STR-005,SES-000282,9/9/2024,6,1013.25,5844.59,ORD-00282,Apple Pay,AED,KSA,Riyadh,Online,Tablet,NONE,516.63,278.14,3.58,Returned,Completed
T00283,C0394,P106,CMP-001,STR-006,SES-000283,5/15/2023,6,412.48,2623.37,ORD-00283,Bank Transfer,SAR,KSA,Riyadh,Online,Mobile,VIP15,12.16,123.14,37.51,In Transit,Refunded
T00284,C0141,P106,CMP-002,STR-001,SES-000284,3/24/2023,1,1328.47,1340.10,ORD-00284,Credit Card,AED,KSA,Dammam,Online,Mobile,WELCOME10,55.92,63.63,3.92,Delivered,Completed
T00285,C0435,P105,CMP-003,STR-002,SES-000285,6/21/2022,3,391.29,1143.96,ORD-00285,Credit Card,KWD,UAE,Dubai,Marketplace,Tablet,WELCOME10,113.08,53.04,30.13,Packed,Refunded
T00286,C0989,P108,CMP-001,STR-006,SES-000286,9/17/2022,4,103.28,441.86,ORD-00286,Cash,BHD,Egypt,Cairo,Retail,Tablet,RAMADAN20,18.95,19.71,27.98,Packed,Completed
T00287,C0413,P110,CMP-004,STR-006,SES-000287,9/19/2023,1,118.87,169.54,ORD-00287,Bank Transfer,QAR,Kuwait,Hawalli,Retail,Tablet,RAMADAN20,6.20,5.63,51.24,Returned,Completed
T00288,C0718,P108,CMP-006,STR-004,SES-000288,1/25/2023,2,857.99,1721.75,ORD-00288,Bank Transfer,SAR,Kuwait,Hawalli,Online,Tablet,VIP15,130.25,79.29,56.73,Returned,Completed
T00289,C0049,P106,CMP-006,STR-002,SES-000289,9/20/2022,1,165.35,220.47,ORD-00289,Bank Transfer,AED,UAE,Dubai,Retail,Desktop,WELCOME10,3.57,8.09,50.60,Packed,Completed
T00290,C0955,P110,CMP-006,STR-002,SES-000290,4/28/2023,6,1083.66,6731.26,ORD-00290,Credit Card,QAR,Kuwait,Hawalli,Online,Mobile,NONE,134.89,318.35,45.84,Returned,Completed
T00291,C0442,P107,CMP-006,STR-005,SES-000291,8/23/2024,3,1025.36,2813.21,ORD-00291,Bank Transfer,AED,UAE,Sharjah,Marketplace,Mobile,NONE,420.45,132.78,24.80,In Transit,Completed
T00292,C0811,P102,CMP-001,STR-003,SES-000292,10/8/2024,5,1356.36,7018.73,ORD-00292,Apple Pay,BHD,KSA,Dammam,Online,Desktop,VIP15,130.60,332.56,34.97,Returned,Completed
T00293,C0187,P107,CMP-003,STR-002,SES-000293,3/7/2023,4,1308.36,4916.57,ORD-00293,Cash,QAR,Qatar,Doha,Retail,Desktop,WELCOME10,568.27,233.26,18.14,Returned,Completed
T00294,C0832,P105,CMP-004,STR-006,SES-000294,10/14/2024,3,1299.86,3777.08,ORD-00294,Bank Transfer,SAR,UAE,Dubai,Online,Desktop,VIP15,303.68,179.80,1.38,In Transit,Completed
T00295,C0051,P101,CMP-002,STR-006,SES-000295,9/25/2024,3,1166.45,3352.52,ORD-00295,Google Pay,GBP,Bahrain,Manama,Marketplace,Tablet,WELCOME10,316.19,159.16,10.20,Returned,Refunded
T00296,C0439,P101,CMP-003,STR-003,SES-000296,3/24/2024,6,701.34,4370.66,ORD-00296,Bank Transfer,SAR,Bahrain,Manama,Retail,Mobile,RAMADAN20,75.45,206.63,31.44,Returned,Completed
T00297,C0303,P108,CMP-004,STR-003,SES-000297,5/5/2024,4,1459.27,5470.33,ORD-00297,Apple Pay,BHD,UK,London,Online,Tablet,WELCOME10,648.66,259.42,22.49,Delivered,Pending
T00298,C0850,P109,CMP-001,STR-003,SES-000298,4/30/2024,4,507.46,2089.41,ORD-00298,Google Pay,QAR,UK,Manchester,Retail,Tablet,VIP15,86.75,97.15,49.17,In Transit,Refunded
T00299,C0612,P108,CMP-006,STR-001,SES-000299,7/31/2024,5,1180.94,6196.79,ORD-00299,Credit Card,QAR,Qatar,Al Rayyan,Retail,Tablet,VIP15,54.05,292.53,53.61,In Transit,Completed
T00300,C0028,P101,CMP-001,STR-004,SES-000300,2/6/2023,1,1169.93,1189.20,ORD-00300,Apple Pay,KWD,Bahrain,Manama,Retail,Mobile,NONE,46.01,56.20,9.08,Packed,Pending
T00301,C0642,P109,CMP-003,STR-004,SES-000301,7/6/2024,6,212.59,1350.78,ORD-00301,Apple Pay,KWD,Kuwait,Hawalli,Online,Desktop,RAMADAN20,10.00,63.28,21.96,In Transit,Pending
T00302,C0364,P107,CMP-003,STR-002,SES-000302,4/6/2024,3,1370.99,3871.68,ORD-00302,Apple Pay,BHD,Kuwait,Hawalli,Marketplace,Mobile,WELCOME10,468.45,182.23,44.93,Packed,Completed
T00303,C0190,P103,CMP-001,STR-003,SES-000303,5/30/2022,1,642.12,607.10,ORD-00303,Bank Transfer,EGP,KSA,Dammam,Marketplace,Desktop,WELCOME10,87.12,27.75,24.35,Delivered,Completed
T00304,C0742,P105,CMP-005,STR-004,SES-000304,5/8/2024,1,943.79,937.78,ORD-00304,Apple Pay,KWD,Egypt,Alexandria,Online,Mobile,WELCOME10,63.91,43.99,13.91,Packed,Completed
T00305,C0753,P110,CMP-003,STR-004,SES-000305,2/4/2023,2,112.33,235.33,ORD-00305,Google Pay,AED,KSA,Dammam,Marketplace,Tablet,RAMADAN20,24.68,10.00,25.35,Delivered,Completed
T00306,C0938,P109,CMP-005,STR-003,SES-000306,7/13/2023,6,543.08,3324.82,ORD-00306,Google Pay,SAR,Qatar,Doha,Online,Tablet,NONE,106.27,157.61,15.00,Delivered,Completed
T00307,C0034,P109,CMP-005,STR-004,SES-000307,10/3/2024,4,1126.44,4576.81,ORD-00307,Bank Transfer,EGP,Bahrain,Riffa,Online,Mobile,NONE,201.05,215.24,56.86,In Transit,Completed
T00308,C0714,P108,CMP-003,STR-001,SES-000308,2/10/2024,4,895.61,3695.25,ORD-00308,Credit Card,KWD,Kuwait,Kuwait City,Retail,Desktop,VIP15,96.10,174.32,34.59,Packed,Completed
T00309,C0973,P105,CMP-006,STR-002,SES-000309,7/8/2023,2,289.76,566.09,ORD-00309,Google Pay,GBP,Egypt,Cairo,Online,Tablet,NONE,43.05,26.82,2.80,Returned,Refunded
T00310,C0173,P103,CMP-002,STR-005,SES-000310,8/13/2024,3,936.40,2581.86,ORD-00310,Cash,GBP,Kuwait,Kuwait City,Retail,Desktop,RAMADAN20,400.02,120.46,52.22,In Transit,Completed
T00311,C0554,P107,CMP-001,STR-001,SES-000311,9/22/2024,4,1477.11,5589.14,ORD-00311,Cash,BHD,KSA,Dammam,Online,Tablet,NONE,612.37,264.80,28.27,Delivered,Completed
T00312,C0066,P104,CMP-001,STR-006,SES-000312,12/18/2023,2,1038.38,2047.42,ORD-00312,Cash,GBP,UAE,Abu Dhabi,Marketplace,Mobile,WELCOME10,180.84,94.80,56.70,Packed,Refunded
T00313,C0506,P106,CMP-001,STR-003,SES-000313,8/10/2023,5,1207.79,5977.32,ORD-00313,Apple Pay,QAR,UAE,Dubai,Marketplace,Tablet,RAMADAN20,360.10,283.94,14.53,In Transit,Refunded
T00314,C0036,P105,CMP-001,STR-006,SES-000314,12/13/2022,4,179.62,694.47,ORD-00314,Google Pay,EGP,Kuwait,Hawalli,Marketplace,Tablet,WELCOME10,78.02,32.02,21.99,Packed,Pending
T00315,C0585,P108,CMP-001,STR-002,SES-000315,9/5/2022,3,1013.75,3179.37,ORD-00315,Credit Card,QAR,KSA,Dammam,Marketplace,Tablet,RAMADAN20,35.31,150.30,23.13,Delivered,Completed
T00316,C0153,P110,CMP-004,STR-006,SES-000316,1/22/2024,3,458.29,1319.17,ORD-00316,Google Pay,GBP,Qatar,Al Rayyan,Marketplace,Desktop,NONE,121.06,62.69,2.67,Packed,Pending
T00317,C0677,P107,CMP-004,STR-001,SES-000317,11/8/2023,1,328.24,372.89,ORD-00317,Apple Pay,GBP,Bahrain,Manama,Marketplace,Mobile,VIP15,20.36,15.39,49.62,Returned,Completed
T00318,C0791,P106,CMP-004,STR-001,SES-000318,8/26/2023,5,1146.05,5265.79,ORD-00318,Credit Card,AED,KSA,Jeddah,Marketplace,Desktop,RAMADAN20,765.06,248.26,52.34,Packed,Completed
T00319,C0883,P103,CMP-006,STR-004,SES-000319,9/20/2024,5,130.14,720.26,ORD-00319,Cash,KWD,Qatar,Al Rayyan,Online,Mobile,VIP15,11.26,31.97,48.85,Packed,Refunded
T00320,C0183,P110,CMP-001,STR-004,SES-000320,8/20/2023,2,1150.07,2418.67,ORD-00320,Apple Pay,KWD,USA,Austin,Online,Tablet,VIP15,45.11,112.75,50.89,Delivered,Pending
T00321,C0454,P106,CMP-004,STR-004,SES-000321,6/27/2022,4,622.69,2358.39,ORD-00321,Google Pay,KWD,Kuwait,Kuwait City,Retail,Tablet,WELCOME10,253.92,111.84,9.71,Returned,Refunded
T00322,C0015,P108,CMP-005,STR-005,SES-000322,3/19/2023,2,1495.69,3038.62,ORD-00322,Apple Pay,BHD,Egypt,Cairo,Retail,Mobile,RAMADAN20,126.82,143.23,30.83,Delivered,Completed
T00323,C0854,P110,CMP-002,STR-004,SES-000323,4/29/2024,5,623.57,2958.70,ORD-00323,Credit Card,BHD,Kuwait,Kuwait City,Retail,Desktop,RAMADAN20,301.39,140.82,1.42,In Transit,Completed
T00324,C0053,P101,CMP-001,STR-002,SES-000324,10/21/2022,4,1498.18,6291.70,ORD-00324,Bank Transfer,AED,Egypt,Alexandria,Marketplace,Desktop,NONE,12.15,299.03,12.10,Packed,Pending
T00325,C0037,P104,CMP-002,STR-004,SES-000325,6/28/2022,3,234.47,774.50,ORD-00325,Google Pay,BHD,Bahrain,Manama,Online,Desktop,WELCOME10,11.76,34.58,48.27,Packed,Completed
T00326,C0702,P107,CMP-006,STR-006,SES-000326,10/27/2024,5,435.52,2106.39,ORD-00326,Bank Transfer,EUR,Qatar,Doha,Retail,Mobile,WELCOME10,186.37,99.56,15.60,Packed,Refunded
T00327,C0749,P110,CMP-005,STR-002,SES-000327,10/17/2022,3,68.92,249.64,ORD-00327,Cash,SAR,Bahrain,Riffa,Retail,Desktop,NONE,14.62,9.61,47.89,Returned,Completed
T00328,C0681,P109,CMP-001,STR-005,SES-000328,11/2/2024,1,909.70,878.51,ORD-00328,Credit Card,GBP,UK,Birmingham,Online,Desktop,WELCOME10,76.59,41.66,3.74,Returned,Completed
T00329,C0276,P105,CMP-003,STR-002,SES-000329,1/16/2023,4,555.10,2264.23,ORD-00329,Apple Pay,EGP,KSA,Jeddah,Retail,Tablet,RAMADAN20,86.26,106.71,23.38,Packed,Completed
T00330,C0918,P103,CMP-001,STR-003,SES-000330,12/15/2023,2,240.36,506.74,ORD-00330,Cash,GBP,Qatar,Al Rayyan,Online,Tablet,RAMADAN20,3.62,23.86,5.78,In Transit,Completed
T00331,C0099,P102,CMP-006,STR-006,SES-000331,3/19/2024,3,1226.85,3338.33,ORD-00331,Bank Transfer,AED,UK,Manchester,Retail,Desktop,WELCOME10,545.84,156.74,46.88,In Transit,Pending
T00332,C0803,P106,CMP-001,STR-002,SES-000332,2/13/2023,5,652.22,3006.68,ORD-00332,Google Pay,BHD,Egypt,Cairo,Marketplace,Mobile,RAMADAN20,397.86,143.16,0.28,Returned,Completed
T00333,C0929,P108,CMP-001,STR-006,SES-000333,7/11/2022,5,151.43,694.27,ORD-00333,Credit Card,BHD,UK,Manchester,Online,Mobile,NONE,103.64,32.68,8.08,Delivered,Pending
T00334,C0270,P107,CMP-003,STR-003,SES-000334,4/22/2022,4,1407.46,5569.41,ORD-00334,Cash,KWD,USA,Chicago,Online,Desktop,RAMADAN20,365.35,263.22,41.70,Returned,Completed
T00335,C0364,P110,CMP-005,STR-005,SES-000335,6/4/2022,5,584.16,2722.55,ORD-00335,Bank Transfer,AED,Kuwait,Hawalli,Retail,Mobile,WELCOME10,361.34,127.97,35.12,Packed,Refunded
T00336,C0282,P105,CMP-005,STR-006,SES-000336,12/13/2023,6,178.61,1103.43,ORD-00336,Credit Card,QAR,Kuwait,Hawalli,Online,Tablet,VIP15,46.51,51.26,27.02,Packed,Completed
T00337,C0622,P102,CMP-004,STR-002,SES-000337,5/30/2024,2,201.47,439.23,ORD-00337,Google Pay,EGP,Bahrain,Riffa,Online,Mobile,NONE,28.28,18.73,45.84,Packed,Completed
T00338,C0135,P102,CMP-006,STR-005,SES-000338,9/9/2024,2,1460.60,3068.59,ORD-00338,Cash,AED,Bahrain,Riffa,Online,Desktop,RAMADAN20,40.59,144.03,43.95,Packed,Completed
T00339,C0465,P106,CMP-001,STR-001,SES-000339,12/28/2022,5,1393.97,6768.78,ORD-00339,Google Pay,AED,USA,New York,Retail,Tablet,WELCOME10,565.03,320.24,43.72,Packed,Completed
T00340,C0486,P102,CMP-001,STR-003,SES-000340,10/6/2023,2,1110.67,2277.45,ORD-00340,Google Pay,EUR,Egypt,Cairo,Retail,Mobile,VIP15,107.50,105.69,57.92,Packed,Completed
T00341,C0714,P108,CMP-001,STR-005,SES-000341,5/13/2022,4,364.59,1391.64,ORD-00341,Google Pay,BHD,Kuwait,Kuwait City,Retail,Mobile,VIP15,176.40,64.10,45.58,In Transit,Completed
T00342,C0249,P109,CMP-002,STR-003,SES-000342,9/12/2023,1,740.03,763.52,ORD-00342,Apple Pay,EGP,UK,Manchester,Online,Desktop,WELCOME10,45.53,34.73,34.29,In Transit,Completed
T00343,C0792,P109,CMP-006,STR-001,SES-000343,12/22/2022,5,1398.50,6967.55,ORD-00343,Cash,EUR,Kuwait,Kuwait City,Retail,Tablet,NONE,363.51,331.45,7.11,Delivered,Refunded
T00344,C0762,P103,CMP-003,STR-003,SES-000344,2/5/2023,1,1382.41,1425.15,ORD-00344,Google Pay,SAR,Bahrain,Manama,Online,Mobile,RAMADAN20,66.82,65.78,43.78,Delivered,Completed
T00345,C0425,P108,CMP-006,STR-003,SES-000345,3/1/2024,1,660.84,649.84,ORD-00345,Google Pay,GBP,UK,London,Online,Desktop,NONE,42.56,30.91,0.65,Returned,Completed
T00346,C0392,P108,CMP-001,STR-002,SES-000346,10/17/2024,6,408.00,2605.17,ORD-00346,Google Pay,GBP,UK,Birmingham,Online,Mobile,NONE,1.49,122.33,36.33,Returned,Pending
T00347,C0835,P110,CMP-003,STR-001,SES-000347,3/5/2024,5,1160.18,5998.29,ORD-00347,Bank Transfer,EGP,UAE,Sharjah,Online,Desktop,NONE,122.19,283.94,35.64,Returned,Completed
T00348,C0628,P104,CMP-001,STR-005,SES-000348,8/5/2022,6,581.10,3472.77,ORD-00348,Bank Transfer,KWD,Bahrain,Riffa,Retail,Tablet,RAMADAN20,232.10,162.73,55.54,In Transit,Refunded
T00349,C0988,P105,CMP-001,STR-001,SES-000349,10/22/2022,6,561.34,3412.78,ORD-00349,Google Pay,KWD,UAE,Dubai,Online,Desktop,RAMADAN20,124.67,162.17,7.24,Delivered,Refunded
T00350,C0115,P105,CMP-006,STR-002,SES-000350,7/11/2023,1,359.37,335.47,ORD-00350,Bank Transfer,BHD,KSA,Dammam,Marketplace,Desktop,VIP15,47.06,15.62,7.54,Returned,Refunded
T00351,C0839,P110,CMP-006,STR-001,SES-000351,8/26/2023,1,405.55,442.71,ORD-00351,Credit Card,KWD,KSA,Jeddah,Marketplace,Mobile,RAMADAN20,21.64,19.20,39.60,Delivered,Completed
T00352,C0522,P106,CMP-006,STR-003,SES-000352,11/25/2022,5,1139.71,5823.45,ORD-00352,Apple Pay,EGP,UK,London,Retail,Tablet,RAMADAN20,159.03,276.98,6.95,Returned,Pending
T00353,C0222,P105,CMP-002,STR-003,SES-000353,1/2/2025,6,1032.61,6184.24,ORD-00353,Cash,BHD,UAE,Dubai,Marketplace,Desktop,WELCOME10,338.99,292.83,34.74,In Transit,Pending
T00354,C0954,P107,CMP-006,STR-006,SES-000354,10/31/2022,2,517.80,1041.12,ORD-00354,Apple Pay,BHD,UK,Birmingham,Retail,Desktop,WELCOME10,100.53,46.75,59.30,Returned,Refunded
T00355,C0181,P109,CMP-004,STR-001,SES-000355,6/7/2022,4,1223.28,4420.26,ORD-00355,Apple Pay,KWD,Bahrain,Manama,Retail,Desktop,VIP15,708.33,209.24,26.23,Packed,Pending
T00356,C0276,P106,CMP-001,STR-004,SES-000356,12/3/2024,5,521.91,2427.79,ORD-00356,Google Pay,EUR,KSA,Jeddah,Online,Mobile,RAMADAN20,304.71,115.24,7.71,Packed,Pending
T00357,C0342,P106,CMP-006,STR-006,SES-000357,7/21/2023,1,683.84,745.99,ORD-00357,Cash,QAR,UAE,Dubai,Online,Mobile,VIP15,20.96,33.14,49.97,Delivered,Completed
T00358,C0163,P102,CMP-003,STR-003,SES-000358,9/27/2023,6,1312.96,7221.78,ORD-00358,Bank Transfer,EUR,Kuwait,Hawalli,Online,Desktop,WELCOME10,1033.01,342.24,34.79,In Transit,Refunded
T00359,C0268,P101,CMP-003,STR-001,SES-000359,1/28/2024,2,1123.28,2152.31,ORD-00359,Bank Transfer,AED,USA,Chicago,Online,Desktop,VIP15,233.12,100.67,38.20,Returned,Refunded
T00360,C0390,P104,CMP-001,STR-004,SES-000360,6/23/2024,5,1222.60,5952.94,ORD-00360,Credit Card,AED,UK,Birmingham,Marketplace,Tablet,VIP15,447.93,283.25,4.62,Delivered,Pending
T00361,C0872,P105,CMP-001,STR-004,SES-000361,12/14/2022,2,438.72,816.25,ORD-00361,Credit Card,QAR,UAE,Dubai,Online,Tablet,NONE,105.92,38.58,6.15,Returned,Completed
T00362,C0526,P103,CMP-005,STR-002,SES-000362,10/12/2022,1,891.62,825.92,ORD-00362,Apple Pay,AED,Bahrain,Manama,Online,Mobile,VIP15,110.06,39.08,5.28,Delivered,Completed
T00363,C0802,P102,CMP-003,STR-004,SES-000363,6/10/2023,6,1247.73,7372.10,ORD-00363,Credit Card,KWD,UK,Birmingham,Marketplace,Desktop,WELCOME10,500.58,349.29,37.01,Packed,Refunded
T00364,C0517,P104,CMP-006,STR-005,SES-000364,2/27/2022,3,929.47,2546.57,ORD-00364,Google Pay,KWD,KSA,Jeddah,Marketplace,Tablet,VIP15,382.82,120.28,20.70,In Transit,Completed
T00365,C0845,P107,CMP-002,STR-002,SES-000365,3/8/2023,2,1170.84,2178.44,ORD-00365,Google Pay,EUR,UAE,Sharjah,Marketplace,Mobile,NONE,298.87,102.14,33.49,Packed,Completed
T00366,C0575,P104,CMP-001,STR-005,SES-000366,10/10/2022,3,156.56,515.45,ORD-00366,Credit Card,EUR,Bahrain,Manama,Retail,Desktop,VIP15,2.90,23.34,25.33,Delivered,Completed
T00367,C0375,P110,CMP-002,STR-003,SES-000367,9/1/2022,4,1032.20,3892.01,ORD-00367,Apple Pay,GBP,USA,Chicago,Marketplace,Tablet,WELCOME10,457.86,183.55,37.52,Delivered,Refunded
T00368,C0114,P109,CMP-006,STR-002,SES-000368,7/24/2022,6,1279.71,7917.21,ORD-00368,Credit Card,EUR,Kuwait,Hawalli,Retail,Mobile,WELCOME10,183.82,374.72,48.05,Packed,Completed
T00369,C0541,P107,CMP-004,STR-006,SES-000369,12/3/2024,1,1020.86,1015.00,ORD-00369,Cash,AED,USA,Chicago,Online,Mobile,WELCOME10,101.28,45.98,49.44,Returned,Pending
T00370,C0697,P108,CMP-001,STR-006,SES-000370,10/15/2022,6,1194.79,7072.37,ORD-00370,Apple Pay,KWD,Bahrain,Riffa,Marketplace,Desktop,VIP15,483.60,334.26,52.97,Delivered,Completed
T00371,C0621,P104,CMP-003,STR-003,SES-000371,7/13/2024,6,297.60,1800.52,ORD-00371,Cash,EUR,UK,London,Online,Desktop,NONE,104.64,84.05,35.51,Packed,Completed
T00372,C0515,P105,CMP-005,STR-002,SES-000372,4/28/2022,2,128.72,282.00,ORD-00372,Google Pay,KWD,USA,New York,Online,Tablet,NONE,24.47,11.65,37.38,Delivered,Completed
T00373,C0638,P106,CMP-004,STR-002,SES-000373,12/3/2024,4,933.18,3572.00,ORD-00373,Credit Card,AED,UAE,Dubai,Marketplace,Tablet,RAMADAN20,344.27,169.42,14.13,Packed,Completed
T00374,C0219,P109,CMP-002,STR-004,SES-000374,2/26/2024,3,1234.55,3353.55,ORD-00374,Credit Card,EGP,Qatar,Al Rayyan,Retail,Desktop,RAMADAN20,526.68,158.85,17.73,Returned,Pending
T00375,C0631,P110,CMP-006,STR-002,SES-000375,4/28/2023,5,559.24,2803.90,ORD-00375,Apple Pay,AED,UK,London,Online,Mobile,NONE,144.74,132.57,19.87,In Transit,Completed
T00376,C0311,P105,CMP-005,STR-003,SES-000376,10/3/2024,5,233.28,1146.10,ORD-00376,Credit Card,BHD,KSA,Jeddah,Online,Mobile,WELCOME10,78.13,54.41,3.42,Packed,Completed
T00377,C0740,P108,CMP-004,STR-003,SES-000377,4/22/2022,2,532.98,1130.90,ORD-00377,Cash,GBP,UAE,Sharjah,Retail,Mobile,NONE,40.16,51.29,53.81,Packed,Completed
T00378,C0007,P105,CMP-001,STR-006,SES-000378,4/17/2022,2,968.86,2040.27,ORD-00378,Credit Card,EGP,KSA,Riyadh,Retail,Desktop,WELCOME10,38.15,94.98,45.72,In Transit,Refunded
T00379,C0335,P106,CMP-001,STR-002,SES-000379,6/2/2024,2,708.38,1373.62,ORD-00379,Cash,EUR,Egypt,Cairo,Retail,Tablet,WELCOME10,136.77,64.00,29.63,Packed,Completed
T00380,C0816,P103,CMP-002,STR-003,SES-000380,7/31/2022,4,596.01,2371.14,ORD-00380,Cash,EGP,UK,Birmingham,Online,Mobile,RAMADAN20,156.24,111.39,31.95,In Transit,Refunded
