inventory_snapshot_id,snapshot_date,store_id,product_id,sku,product_name,category,brand,stock_quantity,reserved_quantity,available_quantity,reorder_point,safety_stock,inbound_quantity,outbound_quantity,unit_cost,inventory_value,supplier_name,snapshot_timestamp,stock_status
INV-000276,2025-02-05,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,348,56,292,75,63,10,83,880.72,257170.24,Prime Distribution,2025-02-05T00:00:00+00:00,Low
INV-000277,2025-02-06,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,153,26,127,110,16,34,80,623.63,79201.01,Prime Distribution,2025-02-06T00:00:00+00:00,Low
INV-000278,2025-02-07,STR-002,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,483,29,454,117,33,84,65,57.05,25900.70,Delta Trade,2025-02-07T00:00:00+00:00,Out Of Stock
INV-000279,2025-02-08,STR-004,P104,SKU-P104,Laptop Stand,Office,ErgoLift,290,34,256,117,78,5,74,703.69,180144.64,Vertex Global,2025-02-08T00:00:00+00:00,Healthy
INV-000280,2025-02-09,STR-004,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,158,28,130,23,46,91,49,567.30,73749.00,Vertex Global,2025-02-09T00:00:00+00:00,Healthy
INV-000281,2025-02-10,STR-001,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,274,56,218,59,75,91,27,445.83,97190.94,Prime Distribution,2025-02-10T00:00:00+00:00,Healthy
INV-000282,2025-02-11,STR-001,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,447,58,389,87,75,38,17,333.41,129696.49,Prime Distribution,2025-02-11T00:00:00+00:00,Out Of Stock
INV-000283,2025-02-12,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,25,25,0,82,70,87,44,325.29,0.00,Vertex Global,2025-02-12T00:00:00+00:00,Healthy
INV-000284,2025-02-13,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,421,23,398,114,22,83,97,599.33,238533.34,Alpha Supply,2025-02-13T00:00:00+00:00,Low
INV-000285,2025-02-14,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,457,42,415,118,31,27,42,873.48,362494.20,Prime Distribution,2025-02-14T00:00:00+00:00,Low
INV-000286,2025-02-15,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,446,30,416,98,67,73,4,790.73,328943.68,Delta Trade,2025-02-15T00:00:00+00:00,Healthy
INV-000287,2025-02-16,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,383,28,355,88,80,62,71,112.30,39866.50,Alpha Supply,2025-02-16T00:00:00+00:00,Healthy
INV-000288,2025-02-17,STR-001,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,224,21,203,21,35,112,34,103.97,21105.91,Alpha Supply,2025-02-17T00:00:00+00:00,Low
INV-000289,2025-02-18,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,199,9,190,46,32,9,93,724.58,137670.20,Delta Trade,2025-02-18T00:00:00+00:00,Out Of Stock
INV-000290,2025-02-19,STR-001,P107,SKU-P107,Webcam 4K,Video,ClearView,185,5,180,47,28,33,16,573.71,103267.80,Vertex Global,2025-02-19T00:00:00+00:00,Healthy
INV-000291,2025-02-20,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,78,33,45,21,64,88,99,286.46,12890.70,Vertex Global,2025-02-20T00:00:00+00:00,Low
INV-000292,2025-02-21,STR-002,P104,SKU-P104,Laptop Stand,Office,ErgoLift,279,19,260,77,43,46,20,866.97,225412.20,Alpha Supply,2025-02-21T00:00:00+00:00,Out Of Stock
INV-000293,2025-02-22,STR-004,P104,SKU-P104,Laptop Stand,Office,ErgoLift,170,59,111,43,76,57,13,489.84,54372.24,Vertex Global,2025-02-22T00:00:00+00:00,Healthy
INV-000294,2025-02-23,STR-002,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,103,48,55,64,25,100,13,857.20,47146.00,Delta Trade,2025-02-23T00:00:00+00:00,Healthy
INV-000295,2025-02-24,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,137,51,86,76,79,103,81,485.03,41712.58,Prime Distribution,2025-02-24T00:00:00+00:00,Healthy
INV-000296,2025-02-25,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,159,49,110,53,17,106,49,446.86,49154.60,Alpha Supply,2025-02-25T00:00:00+00:00,Out Of Stock
INV-000297,2025-02-26,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,137,13,124,100,41,40,98,351.02,43526.48,Alpha Supply,2025-02-26T00:00:00+00:00,Healthy
INV-000298,2025-02-27,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,120,11,109,62,11,81,9,111.85,12191.65,Delta Trade,2025-02-27T00:00:00+00:00,Low
INV-000299,2025-02-28,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,214,41,173,30,62,11,81,102.09,17661.57,Delta Trade,2025-02-28T00:00:00+00:00,Low
INV-000300,2025-03-01,STR-003,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,247,32,215,56,54,67,34,844.94,181662.10,Prime Distribution,2025-03-01T00:00:00+00:00,Low
INV-000301,2025-03-02,STR-004,P104,SKU-P104,Laptop Stand,Office,ErgoLift,176,22,154,102,50,71,58,483.07,74392.78,Prime Distribution,2025-03-02T00:00:00+00:00,Low
INV-000302,2025-03-03,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,197,51,146,54,73,102,28,283.45,41383.70,Prime Distribution,2025-03-03T00:00:00+00:00,Out Of Stock
INV-000303,2025-03-04,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,120,12,108,93,66,10,98,684.82,73960.56,Vertex Global,2025-03-04T00:00:00+00:00,Low
INV-000304,2025-03-05,STR-003,P104,SKU-P104,Laptop Stand,Office,ErgoLift,31,18,13,26,73,106,41,192.11,2497.43,Vertex Global,2025-03-05T00:00:00+00:00,Out Of Stock
INV-000305,2025-03-06,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,108,4,104,72,29,32,27,839.67,87325.68,Prime Distribution,2025-03-06T00:00:00+00:00,Healthy
INV-000306,2025-03-07,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,269,58,211,104,69,98,21,815.35,172038.85,Delta Trade,2025-03-07T00:00:00+00:00,Healthy
INV-000307,2025-03-08,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,23,8,15,27,66,56,42,427.69,6415.35,Vertex Global,2025-03-08T00:00:00+00:00,Out Of Stock
INV-000308,2025-03-09,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,436,7,429,23,22,63,39,806.09,345812.61,Alpha Supply,2025-03-09T00:00:00+00:00,Out Of Stock
INV-000309,2025-03-10,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,182,48,134,90,57,78,31,78.61,10533.74,Prime Distribution,2025-03-10T00:00:00+00:00,Out Of Stock
INV-000310,2025-03-11,STR-001,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,371,28,343,52,67,40,11,370.32,127019.76,Vertex Global,2025-03-11T00:00:00+00:00,Out Of Stock
INV-000311,2025-03-12,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,372,16,356,116,58,119,25,557.03,198302.68,Delta Trade,2025-03-12T00:00:00+00:00,Healthy
INV-000312,2025-03-13,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,263,36,227,114,72,107,89,711.53,161517.31,Vertex Global,2025-03-13T00:00:00+00:00,Out Of Stock
INV-000313,2025-03-14,STR-003,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,451,10,441,58,25,5,64,655.96,289278.36,Delta Trade,2025-03-14T00:00:00+00:00,Out Of Stock
INV-000314,2025-03-15,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,55,38,17,35,75,1,35,449.21,7636.57,Prime Distribution,2025-03-15T00:00:00+00:00,Out Of Stock
INV-000315,2025-03-16,STR-004,P104,SKU-P104,Laptop Stand,Office,ErgoLift,2,2,0,69,32,45,95,884.29,0.00,Prime Distribution,2025-03-16T00:00:00+00:00,Healthy
INV-000316,2025-03-17,STR-002,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,327,11,316,31,40,34,11,849.84,268549.44,Vertex Global,2025-03-17T00:00:00+00:00,Out Of Stock
INV-000317,2025-03-18,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,236,17,219,33,36,77,85,612.81,134205.39,Prime Distribution,2025-03-18T00:00:00+00:00,Low
INV-000318,2025-03-19,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,164,47,117,54,25,114,96,679.79,79535.43,Vertex Global,2025-03-19T00:00:00+00:00,Healthy
INV-000319,2025-03-20,STR-005,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,347,45,302,108,70,51,34,504.00,152208.00,Delta Trade,2025-03-20T00:00:00+00:00,Out Of Stock
INV-000320,2025-03-21,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,401,24,377,46,55,40,13,413.71,155968.67,Delta Trade,2025-03-21T00:00:00+00:00,Low
INV-000321,2025-03-22,STR-002,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,417,18,399,55,58,87,57,24.47,9763.53,Vertex Global,2025-03-22T00:00:00+00:00,Low
INV-000322,2025-03-23,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,115,55,60,78,18,108,81,405.40,24324.00,Vertex Global,2025-03-23T00:00:00+00:00,Low
INV-000323,2025-03-24,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,91,36,55,20,78,86,29,16.86,927.30,Alpha Supply,2025-03-24T00:00:00+00:00,Out Of Stock
INV-000324,2025-03-25,STR-002,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,305,56,249,74,36,24,64,164.53,40967.97,Vertex Global,2025-03-25T00:00:00+00:00,Low
INV-000325,2025-03-26,STR-006,P104,SKU-P104,Laptop Stand,Office,ErgoLift,87,50,37,90,76,108,42,459.98,17019.26,Prime Distribution,2025-03-26T00:00:00+00:00,Healthy
INV-000326,2025-03-27,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,68,4,64,52,62,18,81,848.19,54284.16,Vertex Global,2025-03-27T00:00:00+00:00,Healthy
INV-000327,2025-03-28,STR-006,P107,SKU-P107,Webcam 4K,Video,ClearView,395,7,388,103,44,84,48,352.69,136843.72,Vertex Global,2025-03-28T00:00:00+00:00,Out Of Stock
INV-000328,2025-03-29,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,106,48,58,31,37,92,3,436.83,25336.14,Alpha Supply,2025-03-29T00:00:00+00:00,Out Of Stock
INV-000329,2025-03-30,STR-003,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,132,44,88,85,70,97,16,144.25,12694.00,Vertex Global,2025-03-30T00:00:00+00:00,Healthy
INV-000330,2025-03-31,STR-006,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,247,25,222,32,19,117,19,538.70,119591.40,Prime Distribution,2025-03-31T00:00:00+00:00,Healthy
INV-000331,2025-04-01,STR-006,P104,SKU-P104,Laptop Stand,Office,ErgoLift,314,25,289,86,26,5,70,186.84,53996.76,Alpha Supply,2025-04-01T00:00:00+00:00,Low
INV-000332,2025-04-02,STR-004,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,362,50,312,116,45,92,16,648.42,202307.04,Alpha Supply,2025-04-02T00:00:00+00:00,Low
INV-000333,2025-04-03,STR-003,P107,SKU-P107,Webcam 4K,Video,ClearView,464,30,434,107,64,25,65,844.62,366565.08,Alpha Supply,2025-04-03T00:00:00+00:00,Low
INV-000334,2025-04-04,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,4,3,1,62,63,21,15,422.50,422.50,Delta Trade,2025-04-04T00:00:00+00:00,Low
INV-000335,2025-04-05,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,105,14,91,117,41,99,71,208.99,19018.09,Alpha Supply,2025-04-05T00:00:00+00:00,Healthy
INV-000336,2025-04-06,STR-003,P107,SKU-P107,Webcam 4K,Video,ClearView,373,30,343,113,34,48,63,853.69,292815.67,Prime Distribution,2025-04-06T00:00:00+00:00,Out Of Stock
INV-000337,2025-04-07,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,302,1,301,84,48,100,0,603.75,181728.75,Delta Trade,2025-04-07T00:00:00+00:00,Out Of Stock
INV-000338,2025-04-08,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,191,7,184,96,80,47,88,553.87,101912.08,Alpha Supply,2025-04-08T00:00:00+00:00,Healthy
INV-000339,2025-04-09,STR-002,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,342,4,338,55,34,21,36,518.69,175317.22,Delta Trade,2025-04-09T00:00:00+00:00,Out Of Stock
INV-000340,2025-04-10,STR-005,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,96,9,87,59,45,42,27,387.45,33708.15,Delta Trade,2025-04-10T00:00:00+00:00,Out Of Stock
INV-000341,2025-04-11,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,176,4,172,95,52,115,41,858.78,147710.16,Delta Trade,2025-04-11T00:00:00+00:00,Low
INV-000342,2025-04-12,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,400,50,350,27,46,112,28,687.92,240772.00,Prime Distribution,2025-04-12T00:00:00+00:00,Low
INV-000343,2025-04-13,STR-003,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,146,55,91,51,75,55,83,667.74,60764.34,Delta Trade,2025-04-13T00:00:00+00:00,Out Of Stock
INV-000344,2025-04-14,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,117,10,107,90,58,52,53,489.69,52396.83,Prime Distribution,2025-04-14T00:00:00+00:00,Healthy
INV-000345,2025-04-15,STR-006,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,182,10,172,76,66,81,62,101.77,17504.44,Prime Distribution,2025-04-15T00:00:00+00:00,Low
INV-000346,2025-04-16,STR-003,P107,SKU-P107,Webcam 4K,Video,ClearView,495,24,471,24,34,21,88,683.38,321871.98,Vertex Global,2025-04-16T00:00:00+00:00,Low
INV-000347,2025-04-17,STR-006,P107,SKU-P107,Webcam 4K,Video,ClearView,31,16,15,89,57,34,48,556.81,8352.15,Vertex Global,2025-04-17T00:00:00+00:00,Healthy
INV-000348,2025-04-18,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,479,54,425,39,62,60,79,380.55,161733.75,Delta Trade,2025-04-18T00:00:00+00:00,Low
INV-000349,2025-04-19,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,485,60,425,101,58,78,62,375.15,159438.75,Delta Trade,2025-04-19T00:00:00+00:00,Out Of Stock
INV-000350,2025-04-20,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,313,55,258,29,28,113,84,674.77,174090.66,Alpha Supply,2025-04-20T00:00:00+00:00,Healthy
INV-000351,2025-04-21,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,441,6,435,89,29,62,80,366.22,159305.70,Alpha Supply,2025-04-21T00:00:00+00:00,Low
INV-000352,2025-04-22,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,261,35,226,41,64,48,70,32.99,7455.74,Delta Trade,2025-04-22T00:00:00+00:00,Low
INV-000353,2025-04-23,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,472,17,455,104,39,84,14,653.73,297447.15,Prime Distribution,2025-04-23T00:00:00+00:00,Healthy
INV-000354,2025-04-24,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,227,27,200,86,39,23,49,19.35,3870.00,Vertex Global,2025-04-24T00:00:00+00:00,Low
INV-000355,2025-04-25,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,491,7,484,88,71,98,58,29.23,14147.32,Alpha Supply,2025-04-25T00:00:00+00:00,Healthy
INV-000356,2025-04-26,STR-003,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,4,3,1,20,46,111,46,508.82,508.82,Prime Distribution,2025-04-26T00:00:00+00:00,Out Of Stock
INV-000357,2025-04-27,STR-003,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,485,21,464,68,65,47,40,825.15,382869.60,Prime Distribution,2025-04-27T00:00:00+00:00,Low
INV-000358,2025-04-28,STR-003,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,167,55,112,120,18,120,45,420.01,47041.12,Alpha Supply,2025-04-28T00:00:00+00:00,Low
INV-000359,2025-04-29,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,385,17,368,54,36,44,81,83.49,30724.32,Alpha Supply,2025-04-29T00:00:00+00:00,Out Of Stock
INV-000360,2025-04-30,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,129,45,84,62,61,5,100,26.07,2189.88,Delta Trade,2025-04-30T00:00:00+00:00,Out Of Stock
INV-000361,2025-01-01,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,152,51,101,39,30,33,91,308.50,31158.50,Alpha Supply,2025-01-01T00:00:00+00:00,Low
INV-000362,2025-01-02,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,132,54,78,71,62,11,43,91.22,7115.16,Alpha Supply,2025-01-02T00:00:00+00:00,Low
INV-000363,2025-01-03,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,220,57,163,72,45,24,10,599.24,97676.12,Delta Trade,2025-01-03T00:00:00+00:00,Out Of Stock
INV-000364,2025-01-04,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,458,25,433,101,73,92,23,872.16,377645.28,Prime Distribution,2025-01-04T00:00:00+00:00,Low
INV-000365,2025-01-05,STR-001,P104,SKU-P104,Laptop Stand,Office,ErgoLift,309,59,250,108,26,108,29,144.53,36132.50,Prime Distribution,2025-01-05T00:00:00+00:00,Out Of Stock
INV-000366,2025-01-06,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,401,4,397,32,42,36,92,653.06,259264.82,Vertex Global,2025-01-06T00:00:00+00:00,Low
INV-000367,2025-01-07,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,32,27,5,107,55,67,75,665.14,3325.70,Vertex Global,2025-01-07T00:00:00+00:00,Healthy
INV-000368,2025-01-08,STR-001,P109,SKU-P109,Desk Lamp,Office,BrightNest,201,11,190,93,44,4,57,351.54,66792.60,Delta Trade,2025-01-08T00:00:00+00:00,Healthy
INV-000369,2025-01-09,STR-004,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,5,5,0,120,77,6,12,714.70,0.00,Vertex Global,2025-01-09T00:00:00+00:00,Low
INV-000370,2025-01-10,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,230,58,172,84,13,71,50,158.70,27296.40,Alpha Supply,2025-01-10T00:00:00+00:00,Out Of Stock
INV-000371,2025-01-11,STR-004,P104,SKU-P104,Laptop Stand,Office,ErgoLift,387,25,362,112,62,4,21,20.93,7576.66,Delta Trade,2025-01-11T00:00:00+00:00,Out Of Stock
INV-000372,2025-01-12,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,343,45,298,55,10,54,6,840.46,250457.08,Prime Distribution,2025-01-12T00:00:00+00:00,Low
INV-000373,2025-01-13,STR-004,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,221,7,214,68,75,115,71,346.85,74225.90,Prime Distribution,2025-01-13T00:00:00+00:00,Healthy
INV-000374,2025-01-14,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,108,40,68,31,50,57,65,471.29,32047.72,Alpha Supply,2025-01-14T00:00:00+00:00,Low
INV-000375,2025-01-15,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,275,44,231,116,51,70,23,856.61,197876.91,Delta Trade,2025-01-15T00:00:00+00:00,Out Of Stock
INV-000376,2025-01-16,STR-003,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,183,42,141,24,66,116,92,389.59,54932.19,Delta Trade,2025-01-16T00:00:00+00:00,Healthy
INV-000377,2025-01-17,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,153,45,108,101,42,108,67,622.92,67275.36,Prime Distribution,2025-01-17T00:00:00+00:00,Healthy
INV-000378,2025-01-18,STR-003,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,161,53,108,79,77,111,58,880.88,95135.04,Vertex Global,2025-01-18T00:00:00+00:00,Low
INV-000379,2025-01-19,STR-003,P104,SKU-P104,Laptop Stand,Office,ErgoLift,437,37,400,56,35,112,33,371.07,148428.00,Alpha Supply,2025-01-19T00:00:00+00:00,Low
INV-000380,2025-01-20,STR-002,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,421,35,386,85,16,82,23,337.23,130170.78,Delta Trade,2025-01-20T00:00:00+00:00,Out Of Stock
INV-000381,2025-01-21,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,169,5,164,41,78,99,53,854.44,140128.16,Alpha Supply,2025-01-21T00:00:00+00:00,Low
INV-000382,2025-01-22,STR-004,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,379,42,337,120,61,56,79,850.28,286544.36,Vertex Global,2025-01-22T00:00:00+00:00,Healthy
INV-000383,2025-01-23,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,36,8,28,54,31,64,29,641.52,17962.56,Alpha Supply,2025-01-23T00:00:00+00:00,Out Of Stock
INV-000384,2025-01-24,STR-004,P104,SKU-P104,Laptop Stand,Office,ErgoLift,435,4,431,82,12,2,65,207.35,89367.85,Alpha Supply,2025-01-24T00:00:00+00:00,Low
INV-000385,2025-01-25,STR-002,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,252,39,213,28,60,73,90,487.19,103771.47,Vertex Global,2025-01-25T00:00:00+00:00,Healthy
INV-000386,2025-01-26,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,158,21,137,109,72,36,7,353.36,48410.32,Prime Distribution,2025-01-26T00:00:00+00:00,Low
INV-000387,2025-01-27,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,240,37,203,47,28,110,73,794.03,161188.09,Delta Trade,2025-01-27T00:00:00+00:00,Out Of Stock
INV-000388,2025-01-28,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,286,7,279,22,11,74,41,786.01,219296.79,Alpha Supply,2025-01-28T00:00:00+00:00,Low
INV-000389,2025-01-29,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,375,44,331,106,55,49,76,728.94,241279.14,Vertex Global,2025-01-29T00:00:00+00:00,Healthy
INV-000390,2025-01-30,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,292,13,279,91,41,22,5,800.18,223250.22,Prime Distribution,2025-01-30T00:00:00+00:00,Low
INV-000391,2025-01-31,STR-005,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,161,10,151,72,43,29,48,387.60,58527.60,Delta Trade,2025-01-31T00:00:00+00:00,Low
INV-000392,2025-02-01,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,433,54,379,78,78,9,40,857.27,324905.33,Delta Trade,2025-02-01T00:00:00+00:00,Low
INV-000393,2025-02-02,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,99,54,45,70,27,67,61,139.14,6261.30,Alpha Supply,2025-02-02T00:00:00+00:00,Low
INV-000394,2025-02-03,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,476,10,466,115,19,77,26,610.90,284679.40,Vertex Global,2025-02-03T00:00:00+00:00,Low
INV-000395,2025-02-04,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,446,46,400,59,69,88,95,888.00,355200.00,Prime Distribution,2025-02-04T00:00:00+00:00,Out Of Stock
INV-000396,2025-02-05,STR-006,P104,SKU-P104,Laptop Stand,Office,ErgoLift,432,9,423,68,16,42,94,430.79,182224.17,Vertex Global,2025-02-05T00:00:00+00:00,Low
INV-000397,2025-02-06,STR-005,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,319,8,311,103,26,45,86,147.40,45841.40,Alpha Supply,2025-02-06T00:00:00+00:00,Healthy
INV-000398,2025-02-07,STR-005,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,290,35,255,39,53,70,99,888.77,226636.35,Delta Trade,2025-02-07T00:00:00+00:00,Low
INV-000399,2025-02-08,STR-002,P104,SKU-P104,Laptop Stand,Office,ErgoLift,157,59,98,116,22,70,36,406.66,39852.68,Delta Trade,2025-02-08T00:00:00+00:00,Low
INV-000400,2025-02-09,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,496,30,466,42,65,61,69,454.92,211992.72,Vertex Global,2025-02-09T00:00:00+00:00,Low
INV-000401,2025-02-10,STR-003,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,421,47,374,108,27,105,1,851.83,318584.42,Vertex Global,2025-02-10T00:00:00+00:00,Healthy
INV-000402,2025-02-11,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,457,18,439,39,45,31,83,741.57,325549.23,Prime Distribution,2025-02-11T00:00:00+00:00,Low
INV-000403,2025-02-12,STR-003,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,80,2,78,25,55,29,78,270.13,21070.14,Delta Trade,2025-02-12T00:00:00+00:00,Out Of Stock
INV-000404,2025-02-13,STR-002,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,333,57,276,51,72,101,68,346.28,95573.28,Delta Trade,2025-02-13T00:00:00+00:00,Out Of Stock
INV-000405,2025-02-14,STR-004,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,164,50,114,63,78,83,72,280.82,32013.48,Delta Trade,2025-02-14T00:00:00+00:00,Out Of Stock
INV-000406,2025-02-15,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,444,11,433,78,52,11,37,549.38,237881.54,Prime Distribution,2025-02-15T00:00:00+00:00,Low
INV-000407,2025-02-16,STR-004,P107,SKU-P107,Webcam 4K,Video,ClearView,12,2,10,26,19,98,99,265.76,2657.60,Alpha Supply,2025-02-16T00:00:00+00:00,Low
INV-000408,2025-02-17,STR-002,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,388,3,385,87,75,40,93,897.06,345368.10,Alpha Supply,2025-02-17T00:00:00+00:00,Healthy
INV-000409,2025-02-18,STR-004,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,487,60,427,86,66,13,62,723.03,308733.81,Vertex Global,2025-02-18T00:00:00+00:00,Low
INV-000410,2025-02-19,STR-001,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,419,46,373,114,27,6,46,370.38,138151.74,Prime Distribution,2025-02-19T00:00:00+00:00,Out Of Stock
INV-000411,2025-02-20,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,128,34,94,68,68,42,23,516.61,48561.34,Vertex Global,2025-02-20T00:00:00+00:00,Low
INV-000412,2025-02-21,STR-003,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,81,44,37,41,49,69,30,767.24,28387.88,Prime Distribution,2025-02-21T00:00:00+00:00,Out Of Stock
INV-000413,2025-02-22,STR-002,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,352,34,318,66,54,11,59,155.22,49359.96,Delta Trade,2025-02-22T00:00:00+00:00,Low
